CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,seriousness,customer,product,responsible_section,service_level,service_type,support_section,workgroup
Case 516,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 13', 'Value 10', 'Value 10']","[0.0, 331207.0, 338557.0]","[nan, 331207.0, 7350.0]","[3.0, 0.0, 0.0]","[52353.0, 37960.0, 45310.0]",Value 1,Value 187,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 516,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 13', 'Value 10', 'Value 10', 'Value 2']","[0.0, 331207.0, 338557.0, 1195863.0]","[nan, 331207.0, 7350.0, 857306.0]","[3.0, 0.0, 0.0, 3.0]","[52353.0, 37960.0, 45310.0, 38616.0]",Value 1,Value 187,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 516,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 13', 'Value 10', 'Value 10', 'Value 2', 'Value 5']","[0.0, 331207.0, 338557.0, 1195863.0, 4317483.0]","[nan, 331207.0, 7350.0, 857306.0, 3121620.0]","[3.0, 0.0, 0.0, 3.0, 4.0]","[52353.0, 37960.0, 45310.0, 38616.0, 49836.0]",Value 1,Value 187,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 517,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[1.0],[55375.0],Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 517,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 24.0]","[nan, 24.0]","[1.0, 1.0]","[55375.0, 55399.0]",Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 517,3,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 8']","[0.0, 24.0, 55.0]","[nan, 24.0, 31.0]","[1.0, 1.0, 1.0]","[55375.0, 55399.0, 55430.0]",Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 517,4,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 8', 'Value 2']","[0.0, 24.0, 55.0, 691527.0]","[nan, 24.0, 31.0, 691472.0]","[1.0, 1.0, 1.0, 2.0]","[55375.0, 55399.0, 55430.0, 55702.0]",Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 517,5,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 8', 'Value 2', 'Value 9']","[0.0, 24.0, 55.0, 691527.0, 1452889.0]","[nan, 24.0, 31.0, 691472.0, 761362.0]","[1.0, 1.0, 1.0, 2.0, 4.0]","[55375.0, 55399.0, 55430.0, 55702.0, 39464.0]",Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 517,6,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 8', 'Value 2', 'Value 9', 'Value 9']","[0.0, 24.0, 55.0, 691527.0, 1452889.0, 1452932.0]","[nan, 24.0, 31.0, 691472.0, 761362.0, 43.0]","[1.0, 1.0, 1.0, 2.0, 4.0, 4.0]","[55375.0, 55399.0, 55430.0, 55702.0, 39464.0, 39507.0]",Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 517,7,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 8', 'Value 2', 'Value 9', 'Value 9', 'Value 5']","[0.0, 24.0, 55.0, 691527.0, 1452889.0, 1452932.0, 3609563.0]","[nan, 24.0, 31.0, 691472.0, 761362.0, 43.0, 2156631.0]","[1.0, 1.0, 1.0, 2.0, 4.0, 4.0, 1.0]","[55375.0, 55399.0, 55430.0, 55702.0, 39464.0, 39507.0, 36138.0]",Value 1,Value 16,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 519,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[30716.0],Value 1,Value 51,Value 8,Value 1,Value 2,Value 1,Value 1,Value 1
Case 519,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 9.0]","[nan, 9.0]","[4.0, 4.0]","[30716.0, 30725.0]",Value 1,Value 51,Value 8,Value 1,Value 2,Value 1,Value 1,Value 1
Case 519,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 9.0, 510.0]","[nan, 9.0, 501.0]","[4.0, 4.0, 4.0]","[30716.0, 30725.0, 31226.0]",Value 1,Value 51,Value 8,Value 1,Value 2,Value 1,Value 1,Value 1
Case 519,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 9.0, 510.0, 4147727.0]","[nan, 9.0, 501.0, 4147217.0]","[4.0, 4.0, 4.0, 3.0]","[30716.0, 30725.0, 31226.0, 31243.0]",Value 1,Value 51,Value 8,Value 1,Value 2,Value 1,Value 1,Value 1
Case 52,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[3.0],[55106.0],Value 1,Value 19,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 52,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[0.0, 9.0]","[nan, 9.0]","[3.0, 3.0]","[55106.0, 55115.0]",Value 1,Value 19,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 52,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 13']","[0.0, 9.0, 70082.0]","[nan, 9.0, 70073.0]","[3.0, 3.0, 4.0]","[55106.0, 55115.0, 38788.0]",Value 1,Value 19,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 52,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 13', 'Value 13', 'Value 13', 'Value 5']","[0.0, 9.0, 70082.0, 4147349.0]","[nan, 9.0, 70073.0, 4077267.0]","[3.0, 3.0, 4.0, 2.0]","[55106.0, 55115.0, 38788.0, 55255.0]",Value 1,Value 19,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 521,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[38953.0],Value 1,Value 188,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 521,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 4']","[0.0, 78770.0]","[nan, 78770.0]","[0.0, 1.0]","[38953.0, 31323.0]",Value 1,Value 188,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 521,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 4', 'Value 2']","[0.0, 78770.0, 101435.0]","[nan, 78770.0, 22665.0]","[0.0, 1.0, 1.0]","[38953.0, 31323.0, 53988.0]",Value 1,Value 188,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 521,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 4', 'Value 2', 'Value 5']","[0.0, 78770.0, 101435.0, 4492878.0]","[nan, 78770.0, 22665.0, 4391443.0]","[0.0, 1.0, 1.0, 3.0]","[38953.0, 31323.0, 53988.0, 39031.0]",Value 1,Value 188,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 523,1,['Take in charge ticket'],['Value 1'],[0.0],[nan],[1.0],[37667.0],Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 523,2,"['Take in charge ticket', 'Wait']","['Value 1', 'Value 1']","[0.0, 184546.0]","[nan, 184546.0]","[1.0, 3.0]","[37667.0, 49413.0]",Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 523,3,"['Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 184546.0, 1400137.0]","[nan, 184546.0, 1215591.0]","[1.0, 3.0, 3.0]","[37667.0, 49413.0, 55404.0]",Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 523,4,"['Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 3']","[0.0, 184546.0, 1400137.0, 2696156.0]","[nan, 184546.0, 1215591.0, 1296019.0]","[1.0, 3.0, 3.0, 4.0]","[37667.0, 49413.0, 55404.0, 55423.0]",Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 524,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[52210.0],Value 1,Value 13,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 524,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 13']","[0.0, 173481.0]","[nan, 173481.0]","[1.0, 3.0]","[52210.0, 52891.0]",Value 1,Value 13,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 524,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 13', 'Value 13']","[0.0, 173481.0, 1190867.0]","[nan, 173481.0, 1017386.0]","[1.0, 3.0, 1.0]","[52210.0, 52891.0, 33477.0]",Value 1,Value 13,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 524,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 13', 'Value 13', 'Value 5']","[0.0, 173481.0, 1190867.0, 3782896.0]","[nan, 173481.0, 1017386.0, 2592029.0]","[1.0, 3.0, 1.0, 3.0]","[52210.0, 52891.0, 33477.0, 33506.0]",Value 1,Value 13,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 525,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[2.0],[29656.0],Value 1,Value 9,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 525,2,"['Assign seriousness', 'Assign seriousness']","['Value 14', 'Value 14']","[0.0, 24.0]","[nan, 24.0]","[2.0, 2.0]","[29656.0, 29680.0]",Value 1,Value 9,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 525,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 14', 'Value 16']","[0.0, 24.0, 1039256.0]","[nan, 24.0, 1039232.0]","[2.0, 2.0, 0.0]","[29656.0, 29680.0, 32112.0]",Value 1,Value 9,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 525,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 14', 'Value 14', 'Value 16', 'Value 16']","[0.0, 24.0, 1039256.0, 1060614.0]","[nan, 24.0, 1039232.0, 21358.0]","[2.0, 2.0, 0.0, 0.0]","[29656.0, 29680.0, 32112.0, 53470.0]",Value 1,Value 9,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 525,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Wait']","['Value 14', 'Value 14', 'Value 16', 'Value 16', 'Value 12']","[0.0, 24.0, 1039256.0, 1060614.0, 3741785.0]","[nan, 24.0, 1039232.0, 21358.0, 2681171.0]","[2.0, 2.0, 0.0, 0.0, 3.0]","[29656.0, 29680.0, 32112.0, 53470.0, 56241.0]",Value 1,Value 9,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 528,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[28160.0],Value 1,Value 175,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 528,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 17.0]","[nan, 17.0]","[2.0, 2.0]","[28160.0, 28177.0]",Value 1,Value 175,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 528,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 17.0, 521665.0]","[nan, 17.0, 521648.0]","[2.0, 2.0, 1.0]","[28160.0, 28177.0, 31425.0]",Value 1,Value 175,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 528,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 17.0, 521665.0, 3974482.0]","[nan, 17.0, 521648.0, 3452817.0]","[2.0, 2.0, 1.0, 6.0]","[28160.0, 28177.0, 31425.0, 28242.0]",Value 1,Value 175,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 529,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[51071.0],Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 529,2,"['Assign seriousness', 'Wait']","['Value 1', 'Value 1']","[0.0, 163870.0]","[nan, 163870.0]","[1.0, 3.0]","[51071.0, 42141.0]",Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 529,3,"['Assign seriousness', 'Wait', 'Wait']","['Value 1', 'Value 1', 'Value 9']","[0.0, 163870.0, 3866014.0]","[nan, 163870.0, 3702144.0]","[1.0, 3.0, 4.0]","[51071.0, 42141.0, 29085.0]",Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 529,4,"['Assign seriousness', 'Wait', 'Wait', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 9', 'Value 9']","[0.0, 163870.0, 3866014.0, 3869493.0]","[nan, 163870.0, 3702144.0, 3479.0]","[1.0, 3.0, 4.0, 4.0]","[51071.0, 42141.0, 29085.0, 32564.0]",Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 529,5,"['Assign seriousness', 'Wait', 'Wait', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 9', 'Value 9', 'Value 3']","[0.0, 163870.0, 3866014.0, 3869493.0, 5161906.0]","[nan, 163870.0, 3702144.0, 3479.0, 1292413.0]","[1.0, 3.0, 4.0, 4.0, 5.0]","[51071.0, 42141.0, 29085.0, 32564.0, 28977.0]",Value 1,Value 27,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 53,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[3.0],[49993.0],Value 1,Value 40,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 53,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 14']","[0.0, 83363.0]","[nan, 83363.0]","[3.0, 4.0]","[49993.0, 46956.0]",Value 1,Value 40,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 53,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 14', 'Value 12']","[0.0, 83363.0, 1214382.0]","[nan, 83363.0, 1131019.0]","[3.0, 4.0, 3.0]","[49993.0, 46956.0, 54775.0]",Value 1,Value 40,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 53,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Wait']","['Value 2', 'Value 14', 'Value 12', 'Value 12']","[0.0, 83363.0, 1214382.0, 1214382.0]","[nan, 83363.0, 1131019.0, 1131019.0]","[3.0, 4.0, 3.0, 3.0]","[49993.0, 46956.0, 54775.0, 54775.0]",Value 1,Value 40,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 53,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Wait', 'Take in charge ticket']","['Value 2', 'Value 14', 'Value 12', 'Value 12', 'Value 12']","[0.0, 83363.0, 1214382.0, 1214382.0, 1295328.0]","[nan, 83363.0, 1131019.0, 1131019.0, 80946.0]","[3.0, 4.0, 3.0, 3.0, 4.0]","[49993.0, 46956.0, 54775.0, 54775.0, 49321.0]",Value 1,Value 40,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 53,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 14', 'Value 12', 'Value 12', 'Value 12', 'Value 2']","[0.0, 83363.0, 1214382.0, 1214382.0, 1295328.0, 1796099.0]","[nan, 83363.0, 1131019.0, 1131019.0, 80946.0, 500771.0]","[3.0, 4.0, 3.0, 3.0, 4.0, 3.0]","[49993.0, 46956.0, 54775.0, 54775.0, 49321.0, 31692.0]",Value 1,Value 40,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 53,7,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 14', 'Value 12', 'Value 12', 'Value 12', 'Value 2', 'Value 5']","[0.0, 83363.0, 1214382.0, 1214382.0, 1295328.0, 1796099.0, 4388144.0]","[nan, 83363.0, 1131019.0, 1131019.0, 80946.0, 500771.0, 2592045.0]","[3.0, 4.0, 3.0, 3.0, 4.0, 3.0, 5.0]","[49993.0, 46956.0, 54775.0, 54775.0, 49321.0, 31692.0, 31737.0]",Value 1,Value 40,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 534,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[1.0],[27108.0],Value 1,Value 190,Value 3,Value 1,Value 3,Value 2,Value 1,Value 2
Case 534,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 484.0]","[nan, 484.0]","[1.0, 1.0]","[27108.0, 27592.0]",Value 1,Value 190,Value 3,Value 1,Value 3,Value 2,Value 1,Value 2
Case 534,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 8']","[0.0, 484.0, 550.0]","[nan, 484.0, 66.0]","[1.0, 1.0, 1.0]","[27108.0, 27592.0, 27658.0]",Value 1,Value 190,Value 3,Value 1,Value 3,Value 2,Value 1,Value 2
Case 534,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 8', 'Value 5']","[0.0, 484.0, 550.0, 3197326.0]","[nan, 484.0, 66.0, 3196776.0]","[1.0, 1.0, 1.0, 3.0]","[27108.0, 27592.0, 27658.0, 27634.0]",Value 1,Value 190,Value 3,Value 1,Value 3,Value 2,Value 1,Value 2
Case 535,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[39965.0],Value 1,Value 158,Value 5,Value 1,Value 3,Value 1,Value 1,Value 1
Case 535,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 4']","[0.0, 170777.0]","[nan, 170777.0]","[2.0, 4.0]","[39965.0, 37942.0]",Value 1,Value 158,Value 5,Value 1,Value 3,Value 1,Value 1,Value 1
Case 535,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 4', 'Value 1']","[0.0, 170777.0, 530156.0]","[nan, 170777.0, 359379.0]","[2.0, 4.0, 1.0]","[39965.0, 37942.0, 51721.0]",Value 1,Value 158,Value 5,Value 1,Value 3,Value 1,Value 1,Value 1
Case 535,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 4', 'Value 1', 'Value 5']","[0.0, 170777.0, 530156.0, 3283460.0]","[nan, 170777.0, 359379.0, 2753304.0]","[2.0, 4.0, 1.0, 5.0]","[39965.0, 37942.0, 51721.0, 40225.0]",Value 1,Value 158,Value 5,Value 1,Value 3,Value 1,Value 1,Value 1
Case 536,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[3.0],[49636.0],Value 1,Value 96,Value 2,Value 1,Value 2,Value 2,Value 1,Value 2
Case 536,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 6']","[0.0, 8681.0]","[nan, 8681.0]","[3.0, 3.0]","[49636.0, 58317.0]",Value 1,Value 96,Value 2,Value 1,Value 2,Value 2,Value 1,Value 2
Case 536,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 6', 'Value 6']","[0.0, 8681.0, 95015.0]","[nan, 8681.0, 86334.0]","[3.0, 3.0, 4.0]","[49636.0, 58317.0, 58251.0]",Value 1,Value 96,Value 2,Value 1,Value 2,Value 2,Value 1,Value 2
Case 536,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 13', 'Value 6', 'Value 6', 'Value 5']","[0.0, 8681.0, 95015.0, 2851404.0]","[nan, 8681.0, 86334.0, 2756389.0]","[3.0, 3.0, 4.0, 1.0]","[49636.0, 58317.0, 58251.0, 49840.0]",Value 1,Value 96,Value 2,Value 1,Value 2,Value 2,Value 1,Value 2
Case 537,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[37973.0],Value 1,Value 26,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 537,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 22.0]","[nan, 22.0]","[4.0, 4.0]","[37973.0, 37995.0]",Value 1,Value 26,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 537,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 1', 'Value 1']","[0.0, 22.0, 7864.0]","[nan, 22.0, 7842.0]","[4.0, 4.0, 4.0]","[37973.0, 37995.0, 45837.0]",Value 1,Value 26,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 537,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1', 'Value 1']","[0.0, 22.0, 7864.0, 2159770.0]","[nan, 22.0, 7842.0, 2151906.0]","[4.0, 4.0, 4.0, 1.0]","[37973.0, 37995.0, 45837.0, 37743.0]",Value 1,Value 26,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 537,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 1', 'Value 1', 'Value 1', 'Value 1', 'Value 5']","[0.0, 22.0, 7864.0, 2159770.0, 4142860.0]","[nan, 22.0, 7842.0, 2151906.0, 1983090.0]","[4.0, 4.0, 4.0, 1.0, 3.0]","[37973.0, 37995.0, 45837.0, 37743.0, 33633.0]",Value 1,Value 26,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 539,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[2.0],[44674.0],Value 1,Value 150,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 539,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 22.0]","[nan, 22.0]","[2.0, 2.0]","[44674.0, 44696.0]",Value 1,Value 150,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 539,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 13']","[0.0, 22.0, 80803.0]","[nan, 22.0, 80781.0]","[2.0, 2.0, 3.0]","[44674.0, 44696.0, 39077.0]",Value 1,Value 150,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 539,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 13', 'Value 5']","[0.0, 22.0, 80803.0, 3283647.0]","[nan, 22.0, 80781.0, 3202844.0]","[2.0, 2.0, 3.0, 5.0]","[44674.0, 44696.0, 39077.0, 45121.0]",Value 1,Value 150,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 540,1,['Assign seriousness'],['Value 7'],[0.0],[nan],[4.0],[34210.0],Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 540,2,"['Assign seriousness', 'Take in charge ticket']","['Value 7', 'Value 16']","[0.0, 431604.0]","[nan, 431604.0]","[4.0, 2.0]","[34210.0, 33814.0]",Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 540,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 7', 'Value 16', 'Value 16']","[0.0, 431604.0, 431655.0]","[nan, 431604.0, 51.0]","[4.0, 2.0, 2.0]","[34210.0, 33814.0, 33865.0]",Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 540,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 7', 'Value 16', 'Value 16', 'Value 5']","[0.0, 431604.0, 431655.0, 2851829.0]","[nan, 431604.0, 51.0, 2420174.0]","[4.0, 2.0, 2.0, 2.0]","[34210.0, 33814.0, 33865.0, 34839.0]",Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 541,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[25720.0],Value 1,Value 113,Value 11,Value 1,Value 2,Value 1,Value 1,Value 1
Case 541,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 3165.0]","[nan, 3165.0]","[1.0, 1.0]","[25720.0, 28885.0]",Value 1,Value 113,Value 11,Value 1,Value 2,Value 1,Value 1,Value 1
Case 541,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 2']","[0.0, 3165.0, 4832.0]","[nan, 3165.0, 1667.0]","[1.0, 1.0, 1.0]","[25720.0, 28885.0, 30552.0]",Value 1,Value 113,Value 11,Value 1,Value 2,Value 1,Value 1,Value 1
Case 541,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 2', 'Value 2', 'Value 5']","[0.0, 3165.0, 4832.0, 2678539.0]","[nan, 3165.0, 1667.0, 2673707.0]","[1.0, 1.0, 1.0, 4.0]","[25720.0, 28885.0, 30552.0, 25859.0]",Value 1,Value 113,Value 11,Value 1,Value 2,Value 1,Value 1,Value 1
Case 542,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[55342.0],Value 1,Value 3,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 542,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 1982.0]","[nan, 1982.0]","[0.0, 0.0]","[55342.0, 57324.0]",Value 1,Value 3,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 542,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 2']","[0.0, 1982.0, 68029.0]","[nan, 1982.0, 66047.0]","[0.0, 0.0, 1.0]","[55342.0, 57324.0, 36971.0]",Value 1,Value 3,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 542,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 1', 'Value 2', 'Value 2', 'Value 5']","[0.0, 1982.0, 68029.0, 3805680.0]","[nan, 1982.0, 66047.0, 3737651.0]","[0.0, 0.0, 1.0, 2.0]","[55342.0, 57324.0, 36971.0, 59422.0]",Value 1,Value 3,Value 3,Value 1,Value 2,Value 1,Value 1,Value 1
Case 544,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[38545.0],Value 1,Value 191,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 544,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 12776.0]","[nan, 12776.0]","[2.0, 2.0]","[38545.0, 51321.0]",Value 1,Value 191,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
