case:concept:name,prefix_length,concept:name,org:resource,org:role,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,case:Amount
declaration 137798,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 24.0, 72032.0, 98509.0, 187347.0, 187349.0]","[nan, 24.0, 72008.0, 26477.0, 88838.0, 2.0]","[6.0, 6.0, 0.0, 0.0, 1.0, 1.0]","[63014.0, 63038.0, 48646.0, 75123.0, 77561.0, 77563.0]",25.540364862403244
declaration 137798,7,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 24.0, 72032.0, 98509.0, 187347.0, 187349.0, 669871.0]","[nan, 24.0, 72008.0, 26477.0, 88838.0, 2.0, 482522.0]","[6.0, 6.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[63014.0, 63038.0, 48646.0, 75123.0, 77561.0, 77563.0, 41685.0]",25.540364862403244
declaration 137798,8,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 24.0, 72032.0, 98509.0, 187347.0, 187349.0, 669871.0, 832626.0]","[nan, 24.0, 72008.0, 26477.0, 88838.0, 2.0, 482522.0, 162755.0]","[6.0, 6.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0]","[63014.0, 63038.0, 48646.0, 75123.0, 77561.0, 77563.0, 41685.0, 31640.0]",25.540364862403244
declaration 137798,9,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 24.0, 72032.0, 98509.0, 187347.0, 187349.0, 669871.0, 832626.0, 842551.0]","[nan, 24.0, 72008.0, 26477.0, 88838.0, 2.0, 482522.0, 162755.0, 9925.0]","[6.0, 6.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 2.0]","[63014.0, 63038.0, 48646.0, 75123.0, 77561.0, 77563.0, 41685.0, 31640.0, 41565.0]",25.540364862403244
declaration 137798,10,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 24.0, 72032.0, 98509.0, 187347.0, 187349.0, 669871.0, 832626.0, 842551.0, 950474.0]","[nan, 24.0, 72008.0, 26477.0, 88838.0, 2.0, 482522.0, 162755.0, 9925.0, 107923.0]","[6.0, 6.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 2.0, 3.0]","[63014.0, 63038.0, 48646.0, 75123.0, 77561.0, 77563.0, 41685.0, 31640.0, 41565.0, 63088.0]",25.540364862403244
declaration 137808,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[6.0],[63074.0],25.540364862403244
declaration 137808,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 32.0]","[nan, 32.0]","[6.0, 6.0]","[63074.0, 63106.0]",25.540364862403244
declaration 137808,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 32.0, 71988.0]","[nan, 32.0, 71956.0]","[6.0, 6.0, 0.0]","[63074.0, 63106.0, 48662.0]",25.540364862403244
declaration 137808,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE']","[0.0, 32.0, 71988.0, 98506.0]","[nan, 32.0, 71956.0, 26518.0]","[6.0, 6.0, 0.0, 0.0]","[63074.0, 63106.0, 48662.0, 75180.0]",25.540364862403244
declaration 137808,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 32.0, 71988.0, 98506.0, 187315.0]","[nan, 32.0, 71956.0, 26518.0, 88809.0]","[6.0, 6.0, 0.0, 0.0, 1.0]","[63074.0, 63106.0, 48662.0, 75180.0, 77589.0]",25.540364862403244
declaration 137808,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 32.0, 71988.0, 98506.0, 187315.0, 187319.0]","[nan, 32.0, 71956.0, 26518.0, 88809.0, 4.0]","[6.0, 6.0, 0.0, 0.0, 1.0, 1.0]","[63074.0, 63106.0, 48662.0, 75180.0, 77589.0, 77593.0]",25.540364862403244
declaration 137808,7,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 32.0, 71988.0, 98506.0, 187315.0, 187319.0, 669802.0]","[nan, 32.0, 71956.0, 26518.0, 88809.0, 4.0, 482483.0]","[6.0, 6.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[63074.0, 63106.0, 48662.0, 75180.0, 77589.0, 77593.0, 41676.0]",25.540364862403244
declaration 137808,8,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 32.0, 71988.0, 98506.0, 187315.0, 187319.0, 669802.0, 832587.0]","[nan, 32.0, 71956.0, 26518.0, 88809.0, 4.0, 482483.0, 162785.0]","[6.0, 6.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0]","[63074.0, 63106.0, 48662.0, 75180.0, 77589.0, 77593.0, 41676.0, 31661.0]",25.540364862403244
declaration 137808,9,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 32.0, 71988.0, 98506.0, 187315.0, 187319.0, 669802.0, 832587.0, 842499.0]","[nan, 32.0, 71956.0, 26518.0, 88809.0, 4.0, 482483.0, 162785.0, 9912.0]","[6.0, 6.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 2.0]","[63074.0, 63106.0, 48662.0, 75180.0, 77589.0, 77593.0, 41676.0, 31661.0, 41573.0]",25.540364862403244
declaration 137808,10,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 32.0, 71988.0, 98506.0, 187315.0, 187319.0, 669802.0, 832587.0, 842499.0, 950414.0]","[nan, 32.0, 71956.0, 26518.0, 88809.0, 4.0, 482483.0, 162785.0, 9912.0, 107915.0]","[6.0, 6.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 2.0, 3.0]","[63074.0, 63106.0, 48662.0, 75180.0, 77589.0, 77593.0, 41676.0, 31661.0, 41573.0, 63088.0]",25.540364862403244
declaration 137818,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[6.0],[63180.0],25.540364862403244
declaration 137818,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 56.0]","[nan, 56.0]","[6.0, 6.0]","[63180.0, 63236.0]",25.540364862403244
declaration 137818,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 56.0, 71918.0]","[nan, 56.0, 71862.0]","[6.0, 6.0, 0.0]","[63180.0, 63236.0, 48698.0]",25.540364862403244
declaration 137818,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE']","[0.0, 56.0, 71918.0, 98389.0]","[nan, 56.0, 71862.0, 26471.0]","[6.0, 6.0, 0.0, 0.0]","[63180.0, 63236.0, 48698.0, 75169.0]",25.540364862403244
declaration 137818,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 56.0, 71918.0, 98389.0, 187235.0]","[nan, 56.0, 71862.0, 26471.0, 88846.0]","[6.0, 6.0, 0.0, 0.0, 1.0]","[63180.0, 63236.0, 48698.0, 75169.0, 77615.0]",25.540364862403244
declaration 137818,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 56.0, 71918.0, 98389.0, 187235.0, 187237.0]","[nan, 56.0, 71862.0, 26471.0, 88846.0, 2.0]","[6.0, 6.0, 0.0, 0.0, 1.0, 1.0]","[63180.0, 63236.0, 48698.0, 75169.0, 77615.0, 77617.0]",25.540364862403244
declaration 137818,7,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 56.0, 71918.0, 98389.0, 187235.0, 187237.0, 669686.0]","[nan, 56.0, 71862.0, 26471.0, 88846.0, 2.0, 482449.0]","[6.0, 6.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[63180.0, 63236.0, 48698.0, 75169.0, 77615.0, 77617.0, 41666.0]",25.540364862403244
declaration 137818,8,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 56.0, 71918.0, 98389.0, 187235.0, 187237.0, 669686.0, 832497.0]","[nan, 56.0, 71862.0, 26471.0, 88846.0, 2.0, 482449.0, 162811.0]","[6.0, 6.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0]","[63180.0, 63236.0, 48698.0, 75169.0, 77615.0, 77617.0, 41666.0, 31677.0]",25.540364862403244
declaration 137818,9,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 56.0, 71918.0, 98389.0, 187235.0, 187237.0, 669686.0, 832497.0, 842401.0]","[nan, 56.0, 71862.0, 26471.0, 88846.0, 2.0, 482449.0, 162811.0, 9904.0]","[6.0, 6.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 2.0]","[63180.0, 63236.0, 48698.0, 75169.0, 77615.0, 77617.0, 41666.0, 31677.0, 41581.0]",25.540364862403244
declaration 137818,10,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration REJECTED by SUPERVISOR', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 56.0, 71918.0, 98389.0, 187235.0, 187237.0, 669686.0, 832497.0, 842401.0, 950308.0]","[nan, 56.0, 71862.0, 26471.0, 88846.0, 2.0, 482449.0, 162811.0, 9904.0, 107907.0]","[6.0, 6.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0, 2.0, 3.0]","[63180.0, 63236.0, 48698.0, 75169.0, 77615.0, 77617.0, 41666.0, 31677.0, 41581.0, 63088.0]",25.540364862403244
declaration 137828,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[6.0],[63414.0],75.20218542818733
declaration 137828,2,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 239.0]","[nan, 239.0]","[6.0, 6.0]","[63414.0, 63653.0]",75.20218542818733
declaration 137828,3,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE']","[0.0, 239.0, 71725.0]","[nan, 239.0, 71486.0]","[6.0, 6.0, 0.0]","[63414.0, 63653.0, 48739.0]",75.20218542818733
declaration 137828,4,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 239.0, 71725.0, 187050.0]","[nan, 239.0, 71486.0, 115325.0]","[6.0, 6.0, 0.0, 1.0]","[63414.0, 63653.0, 48739.0, 77664.0]",75.20218542818733
declaration 137828,5,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 239.0, 71725.0, 187050.0, 187053.0]","[nan, 239.0, 71486.0, 115325.0, 3.0]","[6.0, 6.0, 0.0, 1.0, 1.0]","[63414.0, 63653.0, 48739.0, 77664.0, 77667.0]",75.20218542818733
declaration 137828,6,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 239.0, 71725.0, 187050.0, 187053.0, 669437.0]","[nan, 239.0, 71486.0, 115325.0, 3.0, 482384.0]","[6.0, 6.0, 0.0, 1.0, 1.0, 0.0]","[63414.0, 63653.0, 48739.0, 77664.0, 77667.0, 41651.0]",75.20218542818733
declaration 137828,7,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 239.0, 71725.0, 187050.0, 187053.0, 669437.0, 832280.0]","[nan, 239.0, 71486.0, 115325.0, 3.0, 482384.0, 162843.0]","[6.0, 6.0, 0.0, 1.0, 1.0, 0.0, 2.0]","[63414.0, 63653.0, 48739.0, 77664.0, 77667.0, 41651.0, 31694.0]",75.20218542818733
declaration 137828,8,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 239.0, 71725.0, 187050.0, 187053.0, 669437.0, 832280.0, 842175.0]","[nan, 239.0, 71486.0, 115325.0, 3.0, 482384.0, 162843.0, 9895.0]","[6.0, 6.0, 0.0, 1.0, 1.0, 0.0, 2.0, 2.0]","[63414.0, 63653.0, 48739.0, 77664.0, 77667.0, 41651.0, 31694.0, 41589.0]",75.20218542818733
declaration 137828,9,"['Declaration SUBMITTED by EMPLOYEE', 'Declaration REJECTED by ADMINISTRATION', 'Declaration REJECTED by EMPLOYEE', 'Declaration SUBMITTED by EMPLOYEE', 'Declaration APPROVED by ADMINISTRATION', 'Declaration APPROVED by BUDGET OWNER', 'Declaration FINAL_APPROVED by SUPERVISOR', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 239.0, 71725.0, 187050.0, 187053.0, 669437.0, 832280.0, 842175.0, 950074.0]","[nan, 239.0, 71486.0, 115325.0, 3.0, 482384.0, 162843.0, 9895.0, 107899.0]","[6.0, 6.0, 0.0, 1.0, 1.0, 0.0, 2.0, 2.0, 3.0]","[63414.0, 63653.0, 48739.0, 77664.0, 77667.0, 41651.0, 31694.0, 41589.0, 63088.0]",75.20218542818733
declaration 137837,1,['Declaration SUBMITTED by EMPLOYEE'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[0.0],[29278.0],13.702972852624438
