case:concept:name,prefix_length,concept:name,org:resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day
c7001,1,['RECEPTION'],['16'],[0.0],[nan],[4.0],[57667.0]
c7001,2,"['RECEPTION', 'ACKNOWLEDGEMENT']","['16', '35']","[0.0, 234457.875]","[nan, 234457.875]","[4.0, 0.0]","[57667.0, 32924.0]"
c7001,3,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY']","['16', '35', '12']","[0.0, 234457.875, 243124.109375]","[nan, 234457.875, 8666.23046875]","[4.0, 0.0, 0.0]","[57667.0, 32924.0, 41591.0]"
c7001,4,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR']","['16', '35', '12', '17']","[0.0, 234457.875, 243124.109375, 254867.4375]","[nan, 234457.875, 8666.23046875, 11743.32421875]","[4.0, 0.0, 0.0, 0.0]","[57667.0, 32924.0, 41591.0, 53334.0]"
c7001,5,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['16', '35', '12', '17', '46']","[0.0, 234457.875, 243124.109375, 254867.4375, 262805.625]","[nan, 234457.875, 8666.23046875, 11743.32421875, 7938.19775390625]","[4.0, 0.0, 0.0, 0.0, 0.0]","[57667.0, 32924.0, 41591.0, 53334.0, 61272.0]"
c7001,6,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR']","['16', '35', '12', '17', '46', '8']","[0.0, 234457.875, 243124.109375, 254867.4375, 262805.625, 292321.71875]","[nan, 234457.875, 8666.23046875, 11743.32421875, 7938.19775390625, 29516.095703125]","[4.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[57667.0, 32924.0, 41591.0, 53334.0, 61272.0, 4388.0]"
c7001,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL']","['16', '35', '12', '17', '46', '8', '1']","[0.0, 234457.875, 243124.109375, 254867.4375, 262805.625, 292321.71875, 320919.9375]","[nan, 234457.875, 8666.23046875, 11743.32421875, 7938.19775390625, 29516.095703125, 28598.22265625]","[4.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[57667.0, 32924.0, 41591.0, 53334.0, 61272.0, 4388.0, 32987.0]"
c7001,8,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['16', '35', '12', '17', '46', '8', '1', '23']","[0.0, 234457.875, 243124.109375, 254867.4375, 262805.625, 292321.71875, 320919.9375, 406865.84375]","[nan, 234457.875, 8666.23046875, 11743.32421875, 7938.19775390625, 29516.095703125, 28598.22265625, 85945.875]","[4.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0]","[57667.0, 32924.0, 41591.0, 53334.0, 61272.0, 4388.0, 32987.0, 32532.0]"
c7001,9,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['16', '35', '12', '17', '46', '8', '1', '23', '19']","[0.0, 234457.875, 243124.109375, 254867.4375, 262805.625, 292321.71875, 320919.9375, 406865.84375, 421327.875]","[nan, 234457.875, 8666.23046875, 11743.32421875, 7938.19775390625, 29516.095703125, 28598.22265625, 85945.875, 14462.05859375]","[4.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0]","[57667.0, 32924.0, 41591.0, 53334.0, 61272.0, 4388.0, 32987.0, 32532.0, 46994.0]"
c7014,1,['RECEPTION'],['7'],[0.0],[nan],[0.0],[29502.0]
c7014,2,"['RECEPTION', 'ACKNOWLEDGEMENT']","['7', '6']","[0.0, 10178.0908203125]","[nan, 10178.0908203125]","[0.0, 0.0]","[29502.0, 39680.0]"
c7014,3,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY']","['7', '6', '0']","[0.0, 10178.0908203125, 19706.359375]","[nan, 10178.0908203125, 9528.26953125]","[0.0, 0.0, 0.0]","[29502.0, 39680.0, 49209.0]"
c7014,4,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR']","['7', '6', '0', '47']","[0.0, 10178.0908203125, 19706.359375, 30583.189453125]","[nan, 10178.0908203125, 9528.26953125, 10876.830078125]","[0.0, 0.0, 0.0, 0.0]","[29502.0, 39680.0, 49209.0, 60085.0]"
c7014,5,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['7', '6', '0', '47', '30']","[0.0, 10178.0908203125, 19706.359375, 30583.189453125, 37922.27734375]","[nan, 10178.0908203125, 9528.26953125, 10876.830078125, 7339.08642578125]","[0.0, 0.0, 0.0, 0.0, 0.0]","[29502.0, 39680.0, 49209.0, 60085.0, 67424.0]"
c7014,6,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR']","['7', '6', '0', '47', '30', '7']","[0.0, 10178.0908203125, 19706.359375, 30583.189453125, 37922.27734375, 109255.6484375]","[nan, 10178.0908203125, 9528.26953125, 10876.830078125, 7339.08642578125, 71333.375]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[29502.0, 39680.0, 49209.0, 60085.0, 67424.0, 52358.0]"
c7014,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'CREATE_INVOICE']","['7', '6', '0', '47', '30', '7', '48']","[0.0, 10178.0908203125, 19706.359375, 30583.189453125, 37922.27734375, 109255.6484375, 210266.609375]","[nan, 10178.0908203125, 9528.26953125, 10876.830078125, 7339.08642578125, 71333.375, 101010.9609375]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0]","[29502.0, 39680.0, 49209.0, 60085.0, 67424.0, 52358.0, 66969.0]"
c7014,8,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'CREATE_INVOICE', 'SHIPPING']","['7', '6', '0', '47', '30', '7', '48', '31']","[0.0, 10178.0908203125, 19706.359375, 30583.189453125, 37922.27734375, 109255.6484375, 210266.609375, 271566.25]","[nan, 10178.0908203125, 9528.26953125, 10876.830078125, 7339.08642578125, 71333.375, 101010.9609375, 61299.6484375]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 3.0]","[29502.0, 39680.0, 49209.0, 60085.0, 67424.0, 52358.0, 66969.0, 41868.0]"
c7003,1,['RECEPTION'],['8'],[0.0],[nan],[0.0],[35788.0]
c7003,2,"['RECEPTION', 'ACKNOWLEDGEMENT']","['8', '27']","[0.0, 11114.5673828125]","[nan, 11114.5673828125]","[0.0, 0.0]","[35788.0, 46902.0]"
c7003,3,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY']","['8', '27', '14']","[0.0, 11114.5673828125, 18851.935546875]","[nan, 11114.5673828125, 7737.3671875]","[0.0, 0.0, 0.0]","[35788.0, 46902.0, 54639.0]"
c7003,4,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR']","['8', '27', '14', '20']","[0.0, 11114.5673828125, 18851.935546875, 30838.83984375]","[nan, 11114.5673828125, 7737.3671875, 11986.90625]","[0.0, 0.0, 0.0, 0.0]","[35788.0, 46902.0, 54639.0, 66626.0]"
c7003,5,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['8', '27', '14', '20', '41']","[0.0, 11114.5673828125, 18851.935546875, 30838.83984375, 80341.078125]","[nan, 11114.5673828125, 7737.3671875, 11986.90625, 49502.23828125]","[0.0, 0.0, 0.0, 0.0, 1.0]","[35788.0, 46902.0, 54639.0, 66626.0, 29729.0]"
c7003,6,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR']","['8', '27', '14', '20', '41', '45']","[0.0, 11114.5673828125, 18851.935546875, 30838.83984375, 80341.078125, 113792.1875]","[nan, 11114.5673828125, 7737.3671875, 11986.90625, 49502.23828125, 33451.109375]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[35788.0, 46902.0, 54639.0, 66626.0, 29729.0, 63180.0]"
c7003,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL']","['8', '27', '14', '20', '41', '45', '7']","[0.0, 11114.5673828125, 18851.935546875, 30838.83984375, 80341.078125, 113792.1875, 116845.3359375]","[nan, 11114.5673828125, 7737.3671875, 11986.90625, 49502.23828125, 33451.109375, 3053.15087890625]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[35788.0, 46902.0, 54639.0, 66626.0, 29729.0, 63180.0, 66233.0]"
c7003,8,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['8', '27', '14', '20', '41', '45', '7', '34']","[0.0, 11114.5673828125, 18851.935546875, 30838.83984375, 80341.078125, 113792.1875, 116845.3359375, 233009.96875]","[nan, 11114.5673828125, 7737.3671875, 11986.90625, 49502.23828125, 33451.109375, 3053.15087890625, 116164.6328125]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 3.0]","[35788.0, 46902.0, 54639.0, 66626.0, 29729.0, 63180.0, 66233.0, 9598.0]"
c7003,9,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['8', '27', '14', '20', '41', '45', '7', '34', '17']","[0.0, 11114.5673828125, 18851.935546875, 30838.83984375, 80341.078125, 113792.1875, 116845.3359375, 233009.96875, 264641.09375]","[nan, 11114.5673828125, 7737.3671875, 11986.90625, 49502.23828125, 33451.109375, 3053.15087890625, 116164.6328125, 31631.109375]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 3.0, 3.0]","[35788.0, 46902.0, 54639.0, 66626.0, 29729.0, 63180.0, 66233.0, 9598.0, 41229.0]"
c7011,1,['RECEPTION'],['31'],[0.0],[nan],[0.0],[36906.0]
c7011,2,"['RECEPTION', 'DISASSEMBLY']","['31', '43']","[0.0, 24924.345703125]","[nan, 24924.345703125]","[0.0, 0.0]","[36906.0, 61831.0]"
c7011,3,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT']","['31', '43', '4']","[0.0, 24924.345703125, 43177.80078125]","[nan, 24924.345703125, 18253.45703125]","[0.0, 0.0, 0.0]","[36906.0, 61831.0, 80084.0]"
c7011,4,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR']","['31', '43', '4', '38']","[0.0, 24924.345703125, 43177.80078125, 83632.609375]","[nan, 24924.345703125, 18253.45703125, 40454.80859375]","[0.0, 0.0, 0.0, 1.0]","[36906.0, 61831.0, 80084.0, 34139.0]"
c7011,5,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL']","['31', '43', '4', '38', '5']","[0.0, 24924.345703125, 43177.80078125, 83632.609375, 91629.34375]","[nan, 24924.345703125, 18253.45703125, 40454.80859375, 7996.73681640625]","[0.0, 0.0, 0.0, 1.0, 1.0]","[36906.0, 61831.0, 80084.0, 34139.0, 42136.0]"
c7011,6,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['31', '43', '4', '38', '5', '5']","[0.0, 24924.345703125, 43177.80078125, 83632.609375, 91629.34375, 96198.9140625]","[nan, 24924.345703125, 18253.45703125, 40454.80859375, 7996.73681640625, 4569.5693359375]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[36906.0, 61831.0, 80084.0, 34139.0, 42136.0, 46705.0]"
c7011,7,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['31', '43', '4', '38', '5', '5', '47']","[0.0, 24924.345703125, 43177.80078125, 83632.609375, 91629.34375, 96198.9140625, 120689.4375]","[nan, 24924.345703125, 18253.45703125, 40454.80859375, 7996.73681640625, 4569.5693359375, 24490.521484375]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[36906.0, 61831.0, 80084.0, 34139.0, 42136.0, 46705.0, 71196.0]"
c7010,1,['RECEPTION'],['25'],[0.0],[nan],[0.0],[37355.0]
c7010,2,"['RECEPTION', 'DISASSEMBLY']","['25', '8']","[0.0, 17747.73046875]","[nan, 17747.73046875]","[0.0, 0.0]","[37355.0, 55103.0]"
c7010,3,"['RECEPTION', 'DISASSEMBLY', 'REPAIR']","['25', '8', '16']","[0.0, 17747.73046875, 36536.46875]","[nan, 17747.73046875, 18788.736328125]","[0.0, 0.0, 0.0]","[37355.0, 55103.0, 73892.0]"
c7010,4,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT']","['25', '8', '16', '31']","[0.0, 17747.73046875, 36536.46875, 102865.0625]","[nan, 17747.73046875, 18788.736328125, 66328.6015625]","[0.0, 0.0, 0.0, 1.0]","[37355.0, 55103.0, 73892.0, 53820.0]"
c7010,5,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL']","['25', '8', '16', '31', '20']","[0.0, 17747.73046875, 36536.46875, 102865.0625, 110312.1171875]","[nan, 17747.73046875, 18788.736328125, 66328.6015625, 7447.0498046875]","[0.0, 0.0, 0.0, 1.0, 1.0]","[37355.0, 55103.0, 73892.0, 53820.0, 61267.0]"
c7010,6,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['25', '8', '16', '31', '20', '17']","[0.0, 17747.73046875, 36536.46875, 102865.0625, 110312.1171875, 112907.34375]","[nan, 17747.73046875, 18788.736328125, 66328.6015625, 7447.0498046875, 2595.22412109375]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[37355.0, 55103.0, 73892.0, 53820.0, 61267.0, 63863.0]"
c7010,7,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['25', '8', '16', '31', '20', '17', '21']","[0.0, 17747.73046875, 36536.46875, 102865.0625, 110312.1171875, 112907.34375, 142013.28125]","[nan, 17747.73046875, 18788.736328125, 66328.6015625, 7447.0498046875, 2595.22412109375, 29105.94140625]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0]","[37355.0, 55103.0, 73892.0, 53820.0, 61267.0, 63863.0, 6569.0]"
c7005,1,['RECEPTION'],['30'],[0.0],[nan],[0.0],[37377.0]
c7005,2,"['RECEPTION', 'DISASSEMBLY']","['30', '31']","[0.0, 24157.337890625]","[nan, 24157.337890625]","[0.0, 0.0]","[37377.0, 61534.0]"
c7005,3,"['RECEPTION', 'DISASSEMBLY', 'REPAIR']","['30', '31', '20']","[0.0, 24157.337890625, 35721.03125]","[nan, 24157.337890625, 11563.693359375]","[0.0, 0.0, 0.0]","[37377.0, 61534.0, 73098.0]"
c7005,4,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT']","['30', '31', '20', '42']","[0.0, 24157.337890625, 35721.03125, 82983.5546875]","[nan, 24157.337890625, 11563.693359375, 47262.51953125]","[0.0, 0.0, 0.0, 1.0]","[37377.0, 61534.0, 73098.0, 33960.0]"
c7005,5,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL']","['30', '31', '20', '42', '42']","[0.0, 24157.337890625, 35721.03125, 82983.5546875, 89458.6953125]","[nan, 24157.337890625, 11563.693359375, 47262.51953125, 6475.14208984375]","[0.0, 0.0, 0.0, 1.0, 1.0]","[37377.0, 61534.0, 73098.0, 33960.0, 40436.0]"
c7005,6,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['30', '31', '20', '42', '42', '8']","[0.0, 24157.337890625, 35721.03125, 82983.5546875, 89458.6953125, 163934.484375]","[nan, 24157.337890625, 11563.693359375, 47262.51953125, 6475.14208984375, 74475.796875]","[0.0, 0.0, 0.0, 1.0, 1.0, 2.0]","[37377.0, 61534.0, 73098.0, 33960.0, 40436.0, 28511.0]"
c7005,7,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['30', '31', '20', '42', '42', '8', '5']","[0.0, 24157.337890625, 35721.03125, 82983.5546875, 89458.6953125, 163934.484375, 178846.828125]","[nan, 24157.337890625, 11563.693359375, 47262.51953125, 6475.14208984375, 74475.796875, 14912.3359375]","[0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0]","[37377.0, 61534.0, 73098.0, 33960.0, 40436.0, 28511.0, 43424.0]"
c7008,1,['RECEPTION'],['10'],[0.0],[nan],[0.0],[43508.0]
c7008,2,"['RECEPTION', 'ACKNOWLEDGEMENT']","['10', '30']","[0.0, 12295.98046875]","[nan, 12295.98046875]","[0.0, 0.0]","[43508.0, 55804.0]"
c7008,3,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY']","['10', '30', '10']","[0.0, 12295.98046875, 21527.287109375]","[nan, 12295.98046875, 9231.306640625]","[0.0, 0.0, 0.0]","[43508.0, 55804.0, 65035.0]"
c7008,4,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR']","['10', '30', '10', '2']","[0.0, 12295.98046875, 21527.287109375, 72585.875]","[nan, 12295.98046875, 9231.306640625, 51058.58984375]","[0.0, 0.0, 0.0, 1.0]","[43508.0, 55804.0, 65035.0, 29694.0]"
c7008,5,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['10', '30', '10', '2', '41']","[0.0, 12295.98046875, 21527.287109375, 72585.875, 80327.984375]","[nan, 12295.98046875, 9231.306640625, 51058.58984375, 7742.10888671875]","[0.0, 0.0, 0.0, 1.0, 1.0]","[43508.0, 55804.0, 65035.0, 29694.0, 37436.0]"
c7008,6,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['10', '30', '10', '2', '41', '33']","[0.0, 12295.98046875, 21527.287109375, 72585.875, 80327.984375, 95448.4296875]","[nan, 12295.98046875, 9231.306640625, 51058.58984375, 7742.10888671875, 15120.443359375]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[43508.0, 55804.0, 65035.0, 29694.0, 37436.0, 52556.0]"
c7008,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['10', '30', '10', '2', '41', '33', '38']","[0.0, 12295.98046875, 21527.287109375, 72585.875, 80327.984375, 95448.4296875, 115394.3125]","[nan, 12295.98046875, 9231.306640625, 51058.58984375, 7742.10888671875, 15120.443359375, 19945.8828125]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[43508.0, 55804.0, 65035.0, 29694.0, 37436.0, 52556.0, 72502.0]"
c7013,1,['RECEPTION'],['23'],[0.0],[nan],[0.0],[50148.0]
c7013,2,"['RECEPTION', 'DISASSEMBLY']","['23', '35']","[0.0, 21798.58984375]","[nan, 21798.58984375]","[0.0, 0.0]","[50148.0, 71946.0]"
c7013,3,"['RECEPTION', 'DISASSEMBLY', 'REPAIR']","['23', '35', '19']","[0.0, 21798.58984375, 72059.1640625]","[nan, 21798.58984375, 50260.57421875]","[0.0, 0.0, 1.0]","[50148.0, 71946.0, 35807.0]"
c7013,4,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT']","['23', '35', '19', '46']","[0.0, 21798.58984375, 72059.1640625, 88331.8984375]","[nan, 21798.58984375, 50260.57421875, 16272.736328125]","[0.0, 0.0, 1.0, 1.0]","[50148.0, 71946.0, 35807.0, 52080.0]"
c7013,5,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL']","['23', '35', '19', '46', '46']","[0.0, 21798.58984375, 72059.1640625, 88331.8984375, 95273.9140625]","[nan, 21798.58984375, 50260.57421875, 16272.736328125, 6942.00927734375]","[0.0, 0.0, 1.0, 1.0, 1.0]","[50148.0, 71946.0, 35807.0, 52080.0, 59022.0]"
c7013,6,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['23', '35', '19', '46', '46', '1']","[0.0, 21798.58984375, 72059.1640625, 88331.8984375, 95273.9140625, 101308.421875]","[nan, 21798.58984375, 50260.57421875, 16272.736328125, 6942.00927734375, 6034.51025390625]","[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[50148.0, 71946.0, 35807.0, 52080.0, 59022.0, 65056.0]"
c7013,7,"['RECEPTION', 'DISASSEMBLY', 'REPAIR', 'ACKNOWLEDGEMENT', 'QUALITY_CONTROL', 'CREATE_INVOICE', 'SHIPPING']","['23', '35', '19', '46', '46', '1', '24']","[0.0, 21798.58984375, 72059.1640625, 88331.8984375, 95273.9140625, 101308.421875, 109962.75]","[nan, 21798.58984375, 50260.57421875, 16272.736328125, 6942.00927734375, 6034.51025390625, 8654.33203125]","[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[50148.0, 71946.0, 35807.0, 52080.0, 59022.0, 65056.0, 73711.0]"
c7012,1,['RECEPTION'],['34'],[0.0],[nan],[0.0],[51129.0]
c7012,2,"['RECEPTION', 'ACKNOWLEDGEMENT']","['34', '23']","[0.0, 15630.9248046875]","[nan, 15630.9248046875]","[0.0, 0.0]","[51129.0, 66760.0]"
c7012,3,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY']","['34', '23', '38']","[0.0, 15630.9248046875, 29983.345703125]","[nan, 15630.9248046875, 14352.421875]","[0.0, 0.0, 0.0]","[51129.0, 66760.0, 81112.0]"
c7012,4,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR']","['34', '23', '38', '20']","[0.0, 15630.9248046875, 29983.345703125, 76609.0625]","[nan, 15630.9248046875, 14352.421875, 46625.71484375]","[0.0, 0.0, 0.0, 1.0]","[51129.0, 66760.0, 81112.0, 41338.0]"
c7012,5,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL']","['34', '23', '38', '20', '42']","[0.0, 15630.9248046875, 29983.345703125, 76609.0625, 84255.4140625]","[nan, 15630.9248046875, 14352.421875, 46625.71484375, 7646.35400390625]","[0.0, 0.0, 0.0, 1.0, 1.0]","[51129.0, 66760.0, 81112.0, 41338.0, 48984.0]"
c7012,6,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR']","['34', '23', '38', '20', '42', '42']","[0.0, 15630.9248046875, 29983.345703125, 76609.0625, 84255.4140625, 114081.8515625]","[nan, 15630.9248046875, 14352.421875, 46625.71484375, 7646.35400390625, 29826.4375]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[51129.0, 66760.0, 81112.0, 41338.0, 48984.0, 78811.0]"
c7012,7,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'CREATE_INVOICE']","['34', '23', '38', '20', '42', '42', '40']","[0.0, 15630.9248046875, 29983.345703125, 76609.0625, 84255.4140625, 114081.8515625, 143747.046875]","[nan, 15630.9248046875, 14352.421875, 46625.71484375, 7646.35400390625, 29826.4375, 29665.193359375]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0]","[51129.0, 66760.0, 81112.0, 41338.0, 48984.0, 78811.0, 22076.0]"
c7012,8,"['RECEPTION', 'ACKNOWLEDGEMENT', 'DISASSEMBLY', 'REPAIR', 'QUALITY_CONTROL', 'REPAIR', 'CREATE_INVOICE', 'SHIPPING']","['34', '23', '38', '20', '42', '42', '40', '28']","[0.0, 15630.9248046875, 29983.345703125, 76609.0625, 84255.4140625, 114081.8515625, 143747.046875, 166080.078125]","[nan, 15630.9248046875, 14352.421875, 46625.71484375, 7646.35400390625, 29826.4375, 29665.193359375, 22333.03125]","[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0]","[51129.0, 66760.0, 81112.0, 41338.0, 48984.0, 78811.0, 22076.0, 44409.0]"
c7007,1,['RECEPTION'],['9'],[0.0],[nan],[0.0],[55390.0]
c7007,2,"['RECEPTION', 'DISASSEMBLY']","['9', '17']","[0.0, 22705.19921875]","[nan, 22705.19921875]","[0.0, 0.0]","[55390.0, 78095.0]"
c7007,3,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT']","['9', '17', '28']","[0.0, 22705.19921875, 38118.6640625]","[nan, 22705.19921875, 15413.4658203125]","[0.0, 0.0, 1.0]","[55390.0, 78095.0, 7108.0]"
c7007,4,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR']","['9', '17', '28', '24']","[0.0, 22705.19921875, 38118.6640625, 70650.2578125]","[nan, 22705.19921875, 15413.4658203125, 32531.591796875]","[0.0, 0.0, 1.0, 1.0]","[55390.0, 78095.0, 7108.0, 39640.0]"
c7007,5,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL']","['9', '17', '28', '24', '41']","[0.0, 22705.19921875, 38118.6640625, 70650.2578125, 77106.1171875]","[nan, 22705.19921875, 15413.4658203125, 32531.591796875, 6455.85986328125]","[0.0, 0.0, 1.0, 1.0, 1.0]","[55390.0, 78095.0, 7108.0, 39640.0, 46096.0]"
c7007,6,"['RECEPTION', 'DISASSEMBLY', 'ACKNOWLEDGEMENT', 'REPAIR', 'QUALITY_CONTROL', 'CREATE_INVOICE']","['9', '17', '28', '24', '41', '38']","[0.0, 22705.19921875, 38118.6640625, 70650.2578125, 77106.1171875, 80480.2890625]","[nan, 22705.19921875, 15413.4658203125, 32531.591796875, 6455.85986328125, 3374.169921875]","[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[55390.0, 78095.0, 7108.0, 39640.0, 46096.0, 49470.0]"
