CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,seriousness,product,responsible_section,service_level,service_type,support_section,workgroup
Case 780,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 13', 'Value 9', 'Value 9']","[0.0, 1354899.0, 1355769.0]","[nan, 1354899.0, 870.0]","[1.0, 3.0, 3.0]","[57225.0, 29724.0, 30594.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 780,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 13', 'Value 9', 'Value 9', 'Value 9']","[0.0, 1354899.0, 1355769.0, 1360705.0]","[nan, 1354899.0, 870.0, 4936.0]","[1.0, 3.0, 3.0, 3.0]","[57225.0, 29724.0, 30594.0, 35530.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 781,1,['Assign seriousness'],['Value 7'],[0.0],[nan],[2.0],[46562.0],Value 1,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 781,2,"['Assign seriousness', 'Take in charge ticket']","['Value 7', 'Value 2']","[0.0, 72362.0]","[nan, 72362.0]","[2.0, 3.0]","[46562.0, 32524.0]",Value 1,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 781,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 7', 'Value 2', 'Value 2']","[0.0, 72362.0, 89889.0]","[nan, 72362.0, 17527.0]","[2.0, 3.0, 3.0]","[46562.0, 32524.0, 50051.0]",Value 1,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 781,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 7', 'Value 2', 'Value 2', 'Value 2']","[0.0, 72362.0, 89889.0, 3703029.0]","[nan, 72362.0, 17527.0, 3613140.0]","[2.0, 3.0, 3.0, 3.0]","[46562.0, 32524.0, 50051.0, 34391.0]",Value 1,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 781,5,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket']","['Value 7', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 72362.0, 89889.0, 3703029.0, 3720816.0]","[nan, 72362.0, 17527.0, 3613140.0, 17787.0]","[2.0, 3.0, 3.0, 3.0, 3.0]","[46562.0, 32524.0, 50051.0, 34391.0, 52178.0]",Value 1,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 781,6,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket']","['Value 7', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[0.0, 72362.0, 89889.0, 3703029.0, 3720816.0, 3720816.0]","[nan, 72362.0, 17527.0, 3613140.0, 17787.0, 17787.0]","[2.0, 3.0, 3.0, 3.0, 3.0, 3.0]","[46562.0, 32524.0, 50051.0, 34391.0, 52178.0, 52178.0]",Value 1,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 782,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[2.0],[53336.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 782,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 2']","[0.0, 438780.0]","[nan, 438780.0]","[2.0, 0.0]","[53336.0, 60116.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 782,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 4', 'Value 2', 'Value 2']","[0.0, 438780.0, 583577.0]","[nan, 438780.0, 144797.0]","[2.0, 0.0, 2.0]","[53336.0, 60116.0, 32113.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 782,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 4', 'Value 2', 'Value 2', 'Value 2']","[0.0, 438780.0, 583577.0, 1388242.0]","[nan, 438780.0, 144797.0, 804665.0]","[2.0, 0.0, 2.0, 4.0]","[53336.0, 60116.0, 32113.0, 59178.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 784,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[0.0],[30058.0],Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 784,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 16']","[0.0, 265188.0]","[nan, 265188.0]","[0.0, 3.0]","[30058.0, 36046.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 784,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 16', 'Value 16']","[0.0, 265188.0, 281061.0]","[nan, 265188.0, 15873.0]","[0.0, 3.0, 3.0]","[30058.0, 36046.0, 51919.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 784,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Resolve ticket']","['Value 2', 'Value 16', 'Value 16', 'Value 16']","[0.0, 265188.0, 281061.0, 281061.0]","[nan, 265188.0, 15873.0, 15873.0]","[0.0, 3.0, 3.0, 3.0]","[30058.0, 36046.0, 51919.0, 51919.0]",Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 785,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[55955.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 785,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[0.0, 20.0]","[nan, 20.0]","[2.0, 2.0]","[55955.0, 55975.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 785,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 1', 'Value 1']","[0.0, 20.0, 58556.0]","[nan, 20.0, 58536.0]","[2.0, 2.0, 3.0]","[55955.0, 55975.0, 28111.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 786,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[3.0],[31485.0],Value 1,Value 3,Value 1,Value 4,Value 1,Value 1,Value 1
Case 786,2,"['Assign seriousness', 'Assign seriousness']","['Value 14', 'Value 2']","[0.0, 1560.0]","[nan, 1560.0]","[3.0, 3.0]","[31485.0, 33045.0]",Value 1,Value 3,Value 1,Value 4,Value 1,Value 1,Value 1
Case 786,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 2', 'Value 2']","[0.0, 1560.0, 629240.0]","[nan, 1560.0, 627680.0]","[3.0, 3.0, 3.0]","[31485.0, 33045.0, 55925.0]",Value 1,Value 3,Value 1,Value 4,Value 1,Value 1,Value 1
Case 786,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Take in charge ticket']","['Value 14', 'Value 2', 'Value 2', 'Value 2']","[0.0, 1560.0, 629240.0, 1064591.0]","[nan, 1560.0, 627680.0, 435351.0]","[3.0, 3.0, 3.0, 1.0]","[31485.0, 33045.0, 55925.0, 59276.0]",Value 1,Value 3,Value 1,Value 4,Value 1,Value 1,Value 1
Case 786,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Resolve ticket']","['Value 14', 'Value 2', 'Value 2', 'Value 2', 'Value 7']","[0.0, 1560.0, 629240.0, 1064591.0, 1663019.0]","[nan, 1560.0, 627680.0, 435351.0, 598428.0]","[3.0, 3.0, 3.0, 1.0, 1.0]","[31485.0, 33045.0, 55925.0, 59276.0, 52904.0]",Value 1,Value 3,Value 1,Value 4,Value 1,Value 1,Value 1
Case 787,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[26586.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 787,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 13']","[0.0, 2340.0]","[nan, 2340.0]","[4.0, 4.0]","[26586.0, 28926.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 787,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 13', 'Value 1']","[0.0, 2340.0, 24969.0]","[nan, 2340.0, 22629.0]","[4.0, 4.0, 4.0]","[26586.0, 28926.0, 51555.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 788,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[54651.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 788,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 4']","[0.0, 77809.0]","[nan, 77809.0]","[1.0, 2.0]","[54651.0, 46060.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 788,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 4', 'Value 4']","[0.0, 77809.0, 237418.0]","[nan, 77809.0, 159609.0]","[1.0, 2.0, 4.0]","[54651.0, 46060.0, 32869.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 788,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 4', 'Value 4', 'Value 4']","[0.0, 77809.0, 237418.0, 251923.0]","[nan, 77809.0, 159609.0, 14505.0]","[1.0, 2.0, 4.0, 4.0]","[54651.0, 46060.0, 32869.0, 47374.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 789,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[1.0],[29265.0],Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 789,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 28.0]","[nan, 28.0]","[1.0, 1.0]","[29265.0, 29293.0]",Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 789,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 13']","[0.0, 28.0, 27468.0]","[nan, 28.0, 27440.0]","[1.0, 1.0, 1.0]","[29265.0, 29293.0, 56733.0]",Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 790,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[52608.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 790,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[0.0, 335916.0]","[nan, 335916.0]","[3.0, 0.0]","[52608.0, 42924.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 790,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 9', 'Value 9']","[0.0, 335916.0, 340713.0]","[nan, 335916.0, 4797.0]","[3.0, 0.0, 0.0]","[52608.0, 42924.0, 47721.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 790,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 9', 'Value 9', 'Value 9']","[0.0, 335916.0, 340713.0, 505106.0]","[nan, 335916.0, 4797.0, 164393.0]","[3.0, 0.0, 0.0, 2.0]","[52608.0, 42924.0, 47721.0, 39314.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 791,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[3.0],[31747.0],Value 1,Value 3,Value 5,Value 2,Value 1,Value 4,Value 3
Case 791,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 2512474.0]","[nan, 2512474.0]","[3.0, 4.0]","[31747.0, 38621.0]",Value 1,Value 3,Value 5,Value 2,Value 1,Value 4,Value 3
Case 791,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 2512474.0, 2512480.0]","[nan, 2512474.0, 6.0]","[3.0, 4.0, 4.0]","[31747.0, 38621.0, 38627.0]",Value 1,Value 3,Value 5,Value 2,Value 1,Value 4,Value 3
Case 792,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[2.0],[52197.0],Value 1,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 792,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 2']","[0.0, 1641238.0]","[nan, 1641238.0]","[2.0, 0.0]","[52197.0, 51835.0]",Value 1,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 792,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 14', 'Value 2', 'Value 2']","[0.0, 1641238.0, 1641272.0]","[nan, 1641238.0, 34.0]","[2.0, 0.0, 0.0]","[52197.0, 51835.0, 51869.0]",Value 1,Value 3,Value 1,Value 3,Value 1,Value 1,Value 1
Case 794,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[3.0],[60990.0],Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 4
Case 794,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 6']","[0.0, 488172.0]","[nan, 488172.0]","[3.0, 2.0]","[60990.0, 30762.0]",Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 4
Case 794,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 9', 'Value 6', 'Value 17']","[0.0, 488172.0, 490759.0]","[nan, 488172.0, 2587.0]","[3.0, 2.0, 2.0]","[60990.0, 30762.0, 33349.0]",Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 4
Case 799,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[2.0],[46364.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 799,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 1195.0]","[nan, 1195.0]","[2.0, 2.0]","[46364.0, 47559.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 799,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 2', 'Value 2']","[0.0, 1195.0, 1362717.0]","[nan, 1195.0, 1361522.0]","[2.0, 2.0, 4.0]","[46364.0, 47559.0, 26681.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 799,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 1']","[0.0, 1195.0, 1362717.0, 2831294.0]","[nan, 1195.0, 1361522.0, 1468577.0]","[2.0, 2.0, 4.0, 0.0]","[46364.0, 47559.0, 26681.0, 26458.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 80,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[3.0],[33778.0],Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 80,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[0.0, 96557.0]","[nan, 96557.0]","[3.0, 4.0]","[33778.0, 43935.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 80,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 13']","[0.0, 96557.0, 694250.0]","[nan, 96557.0, 597693.0]","[3.0, 4.0, 4.0]","[33778.0, 43935.0, 36828.0]",Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 800,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[0.0],[29180.0],Value 1,Value 3,Value 4,Value 2,Value 1,Value 3,Value 1
Case 800,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 16.0]","[nan, 16.0]","[0.0, 0.0]","[29180.0, 29196.0]",Value 1,Value 3,Value 4,Value 2,Value 1,Value 3,Value 1
Case 800,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2']","[0.0, 16.0, 2789744.0]","[nan, 16.0, 2789728.0]","[0.0, 0.0, 4.0]","[29180.0, 29196.0, 54124.0]",Value 1,Value 3,Value 4,Value 2,Value 1,Value 3,Value 1
Case 805,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[0.0],[35276.0],Value 1,Value 8,Value 1,Value 2,Value 1,Value 1,Value 1
Case 805,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 2']","[0.0, 256737.0]","[nan, 256737.0]","[0.0, 3.0]","[35276.0, 32813.0]",Value 1,Value 8,Value 1,Value 2,Value 1,Value 1,Value 1
Case 805,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 13', 'Value 2', 'Value 1']","[0.0, 256737.0, 258050.0]","[nan, 256737.0, 1313.0]","[0.0, 3.0, 3.0]","[35276.0, 32813.0, 34126.0]",Value 1,Value 8,Value 1,Value 2,Value 1,Value 1,Value 1
Case 805,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 13', 'Value 2', 'Value 1', 'Value 1']","[0.0, 256737.0, 258050.0, 1838727.0]","[nan, 256737.0, 1313.0, 1580677.0]","[0.0, 3.0, 3.0, 0.0]","[35276.0, 32813.0, 34126.0, 59603.0]",Value 1,Value 8,Value 1,Value 2,Value 1,Value 1,Value 1
Case 806,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[42644.0],Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 806,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 6']","[0.0, 6657.0]","[nan, 6657.0]","[0.0, 0.0]","[42644.0, 49301.0]",Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 806,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 6', 'Value 12']","[0.0, 6657.0, 105538.0]","[nan, 6657.0, 98881.0]","[0.0, 0.0, 1.0]","[42644.0, 49301.0, 61782.0]",Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 806,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 6', 'Value 12', 'Value 12']","[0.0, 6657.0, 105538.0, 1802329.0]","[nan, 6657.0, 98881.0, 1696791.0]","[0.0, 0.0, 1.0, 0.0]","[42644.0, 49301.0, 61782.0, 30573.0]",Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 807,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[40068.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 807,2,"['Assign seriousness', 'Require upgrade']","['Value 1', 'Value 4']","[0.0, 1546695.0]","[nan, 1546695.0]","[4.0, 1.0]","[40068.0, 31563.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 807,3,"['Assign seriousness', 'Require upgrade', 'Resolve ticket']","['Value 1', 'Value 4', 'Value 4']","[0.0, 1546695.0, 1553133.0]","[nan, 1546695.0, 6438.0]","[4.0, 1.0, 1.0]","[40068.0, 31563.0, 38001.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 808,1,['Insert ticket'],['Value 12'],[0.0],[nan],[2.0],[55847.0],Value 1,Value 3,Value 4,Value 3,Value 2,Value 3,Value 1
Case 808,2,"['Insert ticket', 'Assign seriousness']","['Value 12', 'Value 12']","[0.0, 45.0]","[nan, 45.0]","[2.0, 2.0]","[55847.0, 55892.0]",Value 1,Value 3,Value 4,Value 3,Value 2,Value 3,Value 1
Case 808,3,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket']","['Value 12', 'Value 12', 'Value 12']","[0.0, 45.0, 390.0]","[nan, 45.0, 345.0]","[2.0, 2.0, 2.0]","[55847.0, 55892.0, 56237.0]",Value 1,Value 3,Value 4,Value 3,Value 2,Value 3,Value 1
Case 808,4,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 12', 'Value 12', 'Value 12', 'Value 12']","[0.0, 45.0, 390.0, 171963.0]","[nan, 45.0, 345.0, 171573.0]","[2.0, 2.0, 2.0, 4.0]","[55847.0, 55892.0, 56237.0, 55010.0]",Value 1,Value 3,Value 4,Value 3,Value 2,Value 3,Value 1
Case 809,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[1.0],[37063.0],Value 1,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1
Case 809,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 9']","[0.0, 1213187.0]","[nan, 1213187.0]","[1.0, 1.0]","[37063.0, 40650.0]",Value 1,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1
Case 809,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 9', 'Value 9']","[0.0, 1213187.0, 1229838.0]","[nan, 1213187.0, 16651.0]","[1.0, 1.0, 1.0]","[37063.0, 40650.0, 57301.0]",Value 1,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1
Case 809,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 2', 'Value 9', 'Value 9', 'Value 9']","[0.0, 1213187.0, 1229838.0, 1493089.0]","[nan, 1213187.0, 16651.0, 263251.0]","[1.0, 1.0, 1.0, 4.0]","[37063.0, 40650.0, 57301.0, 61352.0]",Value 1,Value 5,Value 1,Value 2,Value 1,Value 1,Value 1
Case 81,1,['Assign seriousness'],['Value 16'],[0.0],[nan],[1.0],[30707.0],Value 1,Value 9,Value 4,Value 2,Value 2,Value 3,Value 2
Case 81,2,"['Assign seriousness', 'Take in charge ticket']","['Value 16', 'Value 16']","[0.0, 205.0]","[nan, 205.0]","[1.0, 1.0]","[30707.0, 30912.0]",Value 1,Value 9,Value 4,Value 2,Value 2,Value 3,Value 2
Case 81,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 16', 'Value 16', 'Value 16']","[0.0, 205.0, 219.0]","[nan, 205.0, 14.0]","[1.0, 1.0, 1.0]","[30707.0, 30912.0, 30926.0]",Value 1,Value 9,Value 4,Value 2,Value 2,Value 3,Value 2
Case 81,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Wait']","['Value 16', 'Value 16', 'Value 16', 'Value 2']","[0.0, 205.0, 219.0, 280.0]","[nan, 205.0, 14.0, 61.0]","[1.0, 1.0, 1.0, 1.0]","[30707.0, 30912.0, 30926.0, 30987.0]",Value 1,Value 9,Value 4,Value 2,Value 2,Value 3,Value 2
Case 81,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Wait', 'Take in charge ticket']","['Value 16', 'Value 16', 'Value 16', 'Value 2', 'Value 11']","[0.0, 205.0, 219.0, 280.0, 863993.0]","[nan, 205.0, 14.0, 61.0, 863713.0]","[1.0, 1.0, 1.0, 1.0, 4.0]","[30707.0, 30912.0, 30926.0, 30987.0, 30700.0]",Value 1,Value 9,Value 4,Value 2,Value 2,Value 3,Value 2
Case 81,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 16', 'Value 16', 'Value 16', 'Value 2', 'Value 11', 'Value 11']","[0.0, 205.0, 219.0, 280.0, 863993.0, 864013.0]","[nan, 205.0, 14.0, 61.0, 863713.0, 20.0]","[1.0, 1.0, 1.0, 1.0, 4.0, 4.0]","[30707.0, 30912.0, 30926.0, 30987.0, 30700.0, 30720.0]",Value 1,Value 9,Value 4,Value 2,Value 2,Value 3,Value 2
Case 810,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[2.0],[49960.0],Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 810,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 6']","[0.0, 70747.0]","[nan, 70747.0]","[2.0, 3.0]","[49960.0, 34307.0]",Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 810,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 1', 'Value 6', 'Value 6']","[0.0, 70747.0, 82639.0]","[nan, 70747.0, 11892.0]","[2.0, 3.0, 3.0]","[49960.0, 34307.0, 46199.0]",Value 1,Value 3,Value 1,Value 2,Value 2,Value 1,Value 2
Case 812,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[2.0],[45167.0],Value 1,Value 7,Value 1,Value 3,Value 1,Value 1,Value 1
Case 812,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 166.0]","[nan, 166.0]","[2.0, 2.0]","[45167.0, 45333.0]",Value 1,Value 7,Value 1,Value 3,Value 1,Value 1,Value 1
Case 812,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 8']","[0.0, 166.0, 910.0]","[nan, 166.0, 744.0]","[2.0, 2.0, 2.0]","[45167.0, 45333.0, 46077.0]",Value 1,Value 7,Value 1,Value 3,Value 1,Value 1,Value 1
Case 816,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[29841.0],Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 816,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 13']","[0.0, 438840.0]","[nan, 438840.0]","[4.0, 2.0]","[29841.0, 36681.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 816,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 13', 'Value 13']","[0.0, 438840.0, 1212726.0]","[nan, 438840.0, 773886.0]","[4.0, 2.0, 4.0]","[29841.0, 36681.0, 32967.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 816,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 13', 'Value 13', 'Value 2']","[0.0, 438840.0, 1212726.0, 3313467.0]","[nan, 438840.0, 773886.0, 2100741.0]","[4.0, 2.0, 4.0, 0.0]","[29841.0, 36681.0, 32967.0, 60108.0]",Value 1,Value 2,Value 1,Value 2,Value 1,Value 1,Value 1
Case 817,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[0.0],[55078.0],Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 817,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 13']","[0.0, 62588.0]","[nan, 62588.0]","[0.0, 1.0]","[55078.0, 31266.0]",Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 817,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 13', 'Value 13']","[0.0, 62588.0, 62693.0]","[nan, 62588.0, 105.0]","[0.0, 1.0, 1.0]","[55078.0, 31266.0, 31371.0]",Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 817,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 1', 'Value 13', 'Value 13', 'Value 13']","[0.0, 62588.0, 62693.0, 144169.0]","[nan, 62588.0, 105.0, 81476.0]","[0.0, 1.0, 1.0, 2.0]","[55078.0, 31266.0, 31371.0, 26447.0]",Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
Case 817,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 13', 'Value 13', 'Value 13', 'Value 13']","[0.0, 62588.0, 62693.0, 144169.0, 145566.0]","[nan, 62588.0, 105.0, 81476.0, 1397.0]","[0.0, 1.0, 1.0, 2.0, 2.0]","[55078.0, 31266.0, 31371.0, 26447.0, 27844.0]",Value 1,Value 4,Value 1,Value 2,Value 1,Value 1,Value 1
