case:concept:name,prefix_length,concept:name,org:resource,org:role,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,case:BudgetNumber,case:DeclarationNumber,case:Amount
declaration 130474,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 132.0, 6632.0, 682762.0]","[nan, 132.0, 6500.0, 676130.0]","[3.0, 3.0, 3.0, 4.0]","[43865.0, 43997.0, 50497.0, 35427.0]",budget 86566,declaration number 130475,209.2123027844205
declaration 130474,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 132.0, 6632.0, 682762.0, 969617.0]","[nan, 132.0, 6500.0, 676130.0, 286855.0]","[3.0, 3.0, 3.0, 4.0, 0.0]","[43865.0, 43997.0, 50497.0, 35427.0, 63082.0]",budget 86566,declaration number 130475,209.2123027844205
declaration 132801,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[49992.0],budget 86566,declaration number 132802,35.727448617468816
declaration 132801,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 343.0]","[nan, 343.0]","[3.0, 3.0]","[49992.0, 50335.0]",budget 86566,declaration number 132802,35.727448617468816
declaration 132801,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 343.0, 71474.0]","[nan, 343.0, 71131.0]","[3.0, 3.0, 4.0]","[49992.0, 50335.0, 35066.0]",budget 86566,declaration number 132802,35.727448617468816
declaration 132801,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 343.0, 71474.0, 86886.0]","[nan, 343.0, 71131.0, 15412.0]","[3.0, 3.0, 4.0, 4.0]","[49992.0, 50335.0, 35066.0, 50478.0]",budget 86566,declaration number 132802,35.727448617468816
declaration 132801,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 343.0, 71474.0, 86886.0, 358690.0]","[nan, 343.0, 71131.0, 15412.0, 271804.0]","[3.0, 3.0, 4.0, 4.0, 0.0]","[49992.0, 50335.0, 35066.0, 50478.0, 63082.0]",budget 86566,declaration number 132802,35.727448617468816
declaration 140543,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[50419.0],budget 86566,declaration number 140544,24.80975426173794
declaration 140543,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 51.0]","[nan, 51.0]","[3.0, 3.0]","[50419.0, 50470.0]",budget 86566,declaration number 140544,24.80975426173794
declaration 140543,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 51.0, 415462.0]","[nan, 51.0, 415411.0]","[3.0, 3.0, 1.0]","[50419.0, 50470.0, 33881.0]",budget 86566,declaration number 140544,24.80975426173794
declaration 140543,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 51.0, 415462.0, 437837.0]","[nan, 51.0, 415411.0, 22375.0]","[3.0, 3.0, 1.0, 1.0]","[50419.0, 50470.0, 33881.0, 56256.0]",budget 86566,declaration number 140544,24.80975426173794
declaration 140543,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 51.0, 415462.0, 437837.0, 617460.0]","[nan, 51.0, 415411.0, 22375.0, 179623.0]","[3.0, 3.0, 1.0, 1.0, 3.0]","[50419.0, 50470.0, 33881.0, 56256.0, 63079.0]",budget 86566,declaration number 140544,24.80975426173794
declaration 132806,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[51069.0],budget 86566,UNKNOWN,0.0
declaration 132806,2,"['Declaration SUBMITTED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 289.0]","[nan, 289.0]","[3.0, 3.0]","[51069.0, 51358.0]",budget 86566,UNKNOWN,0.0
declaration 132806,3,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE']","[0.0, 289.0, 72385.0]","[nan, 289.0, 72096.0]","[3.0, 3.0, 4.0]","[51069.0, 51358.0, 37054.0]",budget 86566,UNKNOWN,0.0
declaration 134905,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[51931.0],budget 86566,declaration number 134906,95.25233160573634
declaration 134905,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 22.0]","[nan, 22.0]","[3.0, 3.0]","[51931.0, 51953.0]",budget 86566,declaration number 134906,95.25233160573634
declaration 134905,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 22.0, 72066.0]","[nan, 22.0, 72044.0]","[3.0, 3.0, 4.0]","[51931.0, 51953.0, 37597.0]",budget 86566,declaration number 134906,95.25233160573634
declaration 134905,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 22.0, 72066.0, 349587.0]","[nan, 22.0, 72044.0, 277521.0]","[3.0, 3.0, 4.0, 0.0]","[51931.0, 51953.0, 37597.0, 55918.0]",budget 86566,declaration number 134906,95.25233160573634
declaration 134905,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 22.0, 72066.0, 349587.0, 615948.0]","[nan, 22.0, 72044.0, 277521.0, 266361.0]","[3.0, 3.0, 4.0, 0.0, 3.0]","[51931.0, 51953.0, 37597.0, 55918.0, 63079.0]",budget 86566,declaration number 134906,95.25233160573634
declaration 129111,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[55750.0],budget 86566,declaration number 129112,447.8897943693763
declaration 129111,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 231.0]","[nan, 231.0]","[3.0, 3.0]","[55750.0, 55981.0]",budget 86566,declaration number 129112,447.8897943693763
declaration 129111,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 231.0, 415255.0]","[nan, 231.0, 415024.0]","[3.0, 3.0, 1.0]","[55750.0, 55981.0, 39005.0]",budget 86566,declaration number 129112,447.8897943693763
declaration 129111,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 231.0, 415255.0, 581876.0]","[nan, 231.0, 415024.0, 166621.0]","[3.0, 3.0, 1.0, 3.0]","[55750.0, 55981.0, 39005.0, 32826.0]",budget 86566,declaration number 129112,447.8897943693763
declaration 129111,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 231.0, 415255.0, 581876.0, 679409.0]","[nan, 231.0, 415024.0, 166621.0, 97533.0]","[3.0, 3.0, 1.0, 3.0, 4.0]","[55750.0, 55981.0, 39005.0, 32826.0, 43959.0]",budget 86566,declaration number 129112,447.8897943693763
declaration 129111,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 231.0, 415255.0, 581876.0, 679409.0, 957732.0]","[nan, 231.0, 415024.0, 166621.0, 97533.0, 278323.0]","[3.0, 3.0, 1.0, 3.0, 4.0, 0.0]","[55750.0, 55981.0, 39005.0, 32826.0, 43959.0, 63082.0]",budget 86566,declaration number 129112,447.8897943693763
declaration 133279,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[56000.0],budget 86566,declaration number 133280,21.041781631439445
declaration 133279,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 193.0]","[nan, 193.0]","[3.0, 3.0]","[56000.0, 56193.0]",budget 86566,declaration number 133280,21.041781631439445
declaration 133279,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 193.0, 689537.0]","[nan, 193.0, 689344.0]","[3.0, 3.0, 4.0]","[56000.0, 56193.0, 54337.0]",budget 86566,declaration number 133280,21.041781631439445
declaration 133279,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 193.0, 689537.0, 693360.0]","[nan, 193.0, 689344.0, 3823.0]","[3.0, 3.0, 4.0, 4.0]","[56000.0, 56193.0, 54337.0, 58160.0]",budget 86566,declaration number 133280,21.041781631439445
declaration 133279,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 193.0, 689537.0, 693360.0, 957482.0]","[nan, 193.0, 689344.0, 3823.0, 264122.0]","[3.0, 3.0, 4.0, 4.0, 0.0]","[56000.0, 56193.0, 54337.0, 58160.0, 63082.0]",budget 86566,declaration number 133280,21.041781631439445
declaration 132821,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[56588.0],budget 86566,declaration number 132822,63.45942385490807
declaration 132821,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 290.0]","[nan, 290.0]","[3.0, 3.0]","[56588.0, 56878.0]",budget 86566,declaration number 132822,63.45942385490807
declaration 132821,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 290.0, 67441.0]","[nan, 290.0, 67151.0]","[3.0, 3.0, 4.0]","[56588.0, 56878.0, 37629.0]",budget 86566,declaration number 132822,63.45942385490807
declaration 132821,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 290.0, 67441.0, 410918.0]","[nan, 290.0, 67151.0, 343477.0]","[3.0, 3.0, 4.0, 1.0]","[56588.0, 56878.0, 37629.0, 35506.0]",budget 86566,declaration number 132822,63.45942385490807
declaration 132821,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 290.0, 67441.0, 410918.0, 577535.0]","[nan, 290.0, 67151.0, 343477.0, 166617.0]","[3.0, 3.0, 4.0, 1.0, 3.0]","[56588.0, 56878.0, 37629.0, 35506.0, 29323.0]",budget 86566,declaration number 132822,63.45942385490807
declaration 132821,6,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 290.0, 67441.0, 410918.0, 577535.0, 956894.0]","[nan, 290.0, 67151.0, 343477.0, 166617.0, 379359.0]","[3.0, 3.0, 4.0, 1.0, 3.0, 0.0]","[56588.0, 56878.0, 37629.0, 35506.0, 29323.0, 63082.0]",budget 86566,declaration number 132822,63.45942385490807
declaration 129117,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[57962.0],budget 86566,declaration number 129118,41.55985587797091
declaration 129117,2,"['Declaration SUBMITTED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 91.0]","[nan, 91.0]","[3.0, 3.0]","[57962.0, 58053.0]",budget 86566,declaration number 129118,41.55985587797091
declaration 129117,3,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE']","[0.0, 91.0, 411098.0]","[nan, 91.0, 411007.0]","[3.0, 3.0, 1.0]","[57962.0, 58053.0, 37060.0]",budget 86566,declaration number 129118,41.55985587797091
declaration 129117,4,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 91.0, 411098.0, 417112.0]","[nan, 91.0, 411007.0, 6014.0]","[3.0, 3.0, 1.0, 1.0]","[57962.0, 58053.0, 37060.0, 43074.0]",budget 86566,declaration number 129118,41.55985587797091
declaration 129117,5,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 91.0, 411098.0, 417112.0, 417155.0]","[nan, 91.0, 411007.0, 6014.0, 43.0]","[3.0, 3.0, 1.0, 1.0, 1.0]","[57962.0, 58053.0, 37060.0, 43074.0, 43117.0]",budget 86566,declaration number 129118,41.55985587797091
declaration 129117,6,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER']","[0.0, 91.0, 411098.0, 417112.0, 417155.0, 1016932.0]","[nan, 91.0, 411007.0, 6014.0, 43.0, 599777.0]","[3.0, 3.0, 1.0, 1.0, 1.0, 1.0]","[57962.0, 58053.0, 37060.0, 43074.0, 43117.0, 38094.0]",budget 86566,declaration number 129118,41.55985587797091
declaration 129117,7,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR']","[0.0, 91.0, 411098.0, 417112.0, 417155.0, 1016932.0, 1201361.0]","[nan, 91.0, 411007.0, 6014.0, 43.0, 599777.0, 184429.0]","[3.0, 3.0, 1.0, 1.0, 1.0, 1.0, 3.0]","[57962.0, 58053.0, 37060.0, 43074.0, 43117.0, 38094.0, 49723.0]",budget 86566,declaration number 129118,41.55985587797091
declaration 129117,8,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED']","[0.0, 91.0, 411098.0, 417112.0, 417155.0, 1016932.0, 1201361.0, 1624970.0]","[nan, 91.0, 411007.0, 6014.0, 43.0, 599777.0, 184429.0, 423609.0]","[3.0, 3.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0]","[57962.0, 58053.0, 37060.0, 43074.0, 43117.0, 38094.0, 49723.0, 41332.0]",budget 86566,declaration number 129118,41.55985587797091
declaration 129117,9,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'BUDGET OWNER', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 91.0, 411098.0, 417112.0, 417155.0, 1016932.0, 1201361.0, 1624970.0, 1819505.0]","[nan, 91.0, 411007.0, 6014.0, 43.0, 599777.0, 184429.0, 423609.0, 194535.0]","[3.0, 3.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 3.0]","[57962.0, 58053.0, 37060.0, 43074.0, 43117.0, 38094.0, 49723.0, 41332.0, 63067.0]",budget 86566,declaration number 129118,41.55985587797091
declaration 134910,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[58886.0],budget 86566,declaration number 134911,10.587231216592334
declaration 134910,2,"['Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 3.0]","[nan, 3.0]","[3.0, 3.0]","[58886.0, 58889.0]",budget 86566,declaration number 134911,10.587231216592334
declaration 134910,3,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 3.0, 1222.0]","[nan, 3.0, 1219.0]","[3.0, 3.0, 3.0]","[58886.0, 58889.0, 60108.0]",budget 86566,declaration number 134911,10.587231216592334
declaration 134910,4,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 3.0, 1222.0, 64934.0]","[nan, 3.0, 1219.0, 63712.0]","[3.0, 3.0, 3.0, 4.0]","[58886.0, 58889.0, 60108.0, 37420.0]",budget 86566,declaration number 134911,10.587231216592334
declaration 134910,5,"['Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment', 'Payment Handled']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED', 'UNDEFINED']","[0.0, 3.0, 1222.0, 64934.0, 349796.0]","[nan, 3.0, 1219.0, 63712.0, 284862.0]","[3.0, 3.0, 3.0, 4.0, 0.0]","[58886.0, 58889.0, 60108.0, 37420.0, 63082.0]",budget 86566,declaration number 134911,10.587231216592334
declaration 143122,1,['Declaration SUBMITTED'],['STAFF MEMBER'],['EMPLOYEE'],[0.0],[nan],[3.0],[62393.0],budget 86566,declaration number 143123,180.68661102832928
declaration 143122,2,"['Declaration SUBMITTED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION']","[0.0, 67968.0]","[nan, 67968.0]","[3.0, 4.0]","[62393.0, 43961.0]",budget 86566,declaration number 143123,180.68661102832928
declaration 143122,3,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE']","[0.0, 67968.0, 68594.0]","[nan, 67968.0, 626.0]","[3.0, 4.0, 4.0]","[62393.0, 43961.0, 44587.0]",budget 86566,declaration number 143123,180.68661102832928
declaration 143122,4,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE']","[0.0, 67968.0, 68594.0, 70196.0]","[nan, 67968.0, 626.0, 1602.0]","[3.0, 4.0, 4.0, 4.0]","[62393.0, 43961.0, 44587.0, 46189.0]",budget 86566,declaration number 143123,180.68661102832928
declaration 143122,5,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION']","[0.0, 67968.0, 68594.0, 70196.0, 70199.0]","[nan, 67968.0, 626.0, 1602.0, 3.0]","[3.0, 4.0, 4.0, 4.0, 4.0]","[62393.0, 43961.0, 44587.0, 46189.0, 46192.0]",budget 86566,declaration number 143123,180.68661102832928
declaration 143122,6,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR']","[0.0, 67968.0, 68594.0, 70196.0, 70199.0, 535243.0]","[nan, 67968.0, 626.0, 1602.0, 3.0, 465044.0]","[3.0, 4.0, 4.0, 4.0, 4.0, 2.0]","[62393.0, 43961.0, 44587.0, 46189.0, 46192.0, 79236.0]",budget 86566,declaration number 143123,180.68661102832928
declaration 143122,7,"['Declaration SUBMITTED', 'Declaration REJECTED', 'Declaration REJECTED', 'Declaration SUBMITTED', 'Declaration APPROVED', 'Declaration FINAL_APPROVED', 'Request Payment']","['STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'STAFF MEMBER', 'SYSTEM']","['EMPLOYEE', 'ADMINISTRATION', 'EMPLOYEE', 'EMPLOYEE', 'ADMINISTRATION', 'SUPERVISOR', 'UNDEFINED']","[0.0, 67968.0, 68594.0, 70196.0, 70199.0, 535243.0, 918885.0]","[nan, 67968.0, 626.0, 1602.0, 3.0, 465044.0, 383642.0]","[3.0, 4.0, 4.0, 4.0, 4.0, 2.0, 0.0]","[62393.0, 43961.0, 44587.0, 46189.0, 46192.0, 79236.0, 30878.0]",budget 86566,declaration number 143123,180.68661102832928
