CaseID,prefix_length,Activity,Resource,case_elapsed_time,event_elapsed_time,day_in_week,seconds_in_day,VariantIndex,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 3292,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 3681.0, 3803.0, 64044.0]","[nan, 3681.0, 122.0, 60241.0]","[0.0, 0.0, 0.0, 1.0]","[51067.0, 54748.0, 54870.0, 28711.0]",3,Value 1,Value 377,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3292,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 9']","[0.0, 3681.0, 3803.0, 64044.0, 64087.0]","[nan, 3681.0, 122.0, 60241.0, 43.0]","[0.0, 0.0, 0.0, 1.0, 1.0]","[51067.0, 54748.0, 54870.0, 28711.0, 28754.0]",3,Value 1,Value 377,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3292,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 9', 'Value 5']","[0.0, 3681.0, 3803.0, 64044.0, 64087.0, 2678950.0]","[nan, 3681.0, 122.0, 60241.0, 43.0, 2614863.0]","[0.0, 0.0, 0.0, 1.0, 1.0, 3.0]","[51067.0, 54748.0, 54870.0, 28711.0, 28754.0, 51617.0]",3,Value 1,Value 377,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3294,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[3.0],[50178.0],3,Value 1,Value 7,Value 17,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3294,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 12']","[0.0, 90734.0]","[nan, 90734.0]","[3.0, 4.0]","[50178.0, 54512.0]",3,Value 1,Value 7,Value 17,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3294,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 4', 'Value 12', 'Value 11']","[0.0, 90734.0, 590247.0]","[nan, 90734.0, 499513.0]","[3.0, 4.0, 3.0]","[50178.0, 54512.0, 35625.0]",3,Value 1,Value 7,Value 17,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3294,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 4', 'Value 12', 'Value 11', 'Value 11']","[0.0, 90734.0, 590247.0, 1817536.0]","[nan, 90734.0, 499513.0, 1227289.0]","[3.0, 4.0, 3.0, 3.0]","[50178.0, 54512.0, 35625.0, 53314.0]",3,Value 1,Value 7,Value 17,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3294,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 4', 'Value 12', 'Value 11', 'Value 11', 'Value 11']","[0.0, 90734.0, 590247.0, 1817536.0, 1817569.0]","[nan, 90734.0, 499513.0, 1227289.0, 33.0]","[3.0, 4.0, 3.0, 3.0, 3.0]","[50178.0, 54512.0, 35625.0, 53314.0, 53347.0]",3,Value 1,Value 7,Value 17,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3294,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 4', 'Value 12', 'Value 11', 'Value 11', 'Value 11', 'Value 3']","[0.0, 90734.0, 590247.0, 1817536.0, 1817569.0, 3113584.0]","[nan, 90734.0, 499513.0, 1227289.0, 33.0, 1296015.0]","[3.0, 4.0, 3.0, 3.0, 3.0, 4.0]","[50178.0, 54512.0, 35625.0, 53314.0, 53347.0, 53362.0]",3,Value 1,Value 7,Value 17,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3296,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[0.0],[53164.0],4,Value 1,Value 65,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3296,2,"['Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 2']","[0.0, 1213913.0]","[nan, 1213913.0]","[0.0, 0.0]","[53164.0, 57477.0]",4,Value 1,Value 65,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3296,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 2', 'Value 2']","[0.0, 1213913.0, 1213920.0]","[nan, 1213913.0, 7.0]","[0.0, 0.0, 0.0]","[53164.0, 57477.0, 57484.0]",4,Value 1,Value 65,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3296,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 2', 'Value 2', 'Value 2']","[0.0, 1213913.0, 1213920.0, 1809710.0]","[nan, 1213913.0, 7.0, 595790.0]","[0.0, 0.0, 0.0, 0.0]","[53164.0, 57477.0, 57484.0, 48474.0]",4,Value 1,Value 65,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3296,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 1213913.0, 1213920.0, 1809710.0, 3105724.0]","[nan, 1213913.0, 7.0, 595790.0, 1296014.0]","[0.0, 0.0, 0.0, 0.0, 1.0]","[53164.0, 57477.0, 57484.0, 48474.0, 48488.0]",4,Value 1,Value 65,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3297,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[1.0],[41633.0],21,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3297,2,"['Assign seriousness', 'Assign seriousness']","['Value 1', 'Value 2']","[0.0, 508074.0]","[nan, 508074.0]","[1.0, 0.0]","[41633.0, 31307.0]",21,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3297,3,"['Assign seriousness', 'Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 2']","[0.0, 508074.0, 508095.0]","[nan, 508074.0, 21.0]","[1.0, 0.0, 0.0]","[41633.0, 31307.0, 31328.0]",21,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3297,4,"['Assign seriousness', 'Assign seriousness', 'Resolve ticket', 'Closed']","['Value 1', 'Value 2', 'Value 2', 'Value 5']","[0.0, 508074.0, 508095.0, 2678790.0]","[nan, 508074.0, 21.0, 2170695.0]","[1.0, 0.0, 0.0, 4.0]","[41633.0, 31307.0, 31328.0, 42023.0]",21,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3298,1,['Assign seriousness'],['Value 14'],[0.0],[nan],[2.0],[58508.0],1,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3298,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 2']","[0.0, 79329.0]","[nan, 79329.0]","[2.0, 3.0]","[58508.0, 51437.0]",1,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3298,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 14', 'Value 2', 'Value 2']","[0.0, 79329.0, 151821.0]","[nan, 79329.0, 72492.0]","[2.0, 3.0, 4.0]","[58508.0, 51437.0, 37529.0]",1,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3298,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 14', 'Value 2', 'Value 2', 'Value 5']","[0.0, 79329.0, 151821.0, 2678708.0]","[nan, 79329.0, 72492.0, 2526887.0]","[2.0, 3.0, 4.0, 5.0]","[58508.0, 51437.0, 37529.0, 58816.0]",1,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3300,1,['Assign seriousness'],['Value 4'],[0.0],[nan],[1.0],[26135.0],1,Value 1,Value 64,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3300,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 4']","[0.0, 86483.0]","[nan, 86483.0]","[1.0, 2.0]","[26135.0, 26218.0]",1,Value 1,Value 64,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3300,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 4', 'Value 4', 'Value 4']","[0.0, 86483.0, 113314.0]","[nan, 86483.0, 26831.0]","[1.0, 2.0, 2.0]","[26135.0, 26218.0, 53049.0]",1,Value 1,Value 64,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3300,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 4', 'Value 4', 'Value 4', 'Value 5']","[0.0, 86483.0, 113314.0, 2678687.0]","[nan, 86483.0, 26831.0, 2565373.0]","[1.0, 2.0, 2.0, 4.0]","[26135.0, 26218.0, 53049.0, 26422.0]",1,Value 1,Value 64,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3303,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[47742.0],2,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3303,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 1196947.0]","[nan, 1196947.0]","[3.0, 3.0]","[47742.0, 35089.0]",2,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3303,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 2', 'Value 2']","[0.0, 1196947.0, 1211770.0]","[nan, 1196947.0, 14823.0]","[3.0, 3.0, 3.0]","[47742.0, 35089.0, 49912.0]",2,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3303,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 2', 'Value 2']","[0.0, 1196947.0, 1211770.0, 3098056.0]","[nan, 1196947.0, 14823.0, 1886286.0]","[3.0, 3.0, 3.0, 4.0]","[47742.0, 35089.0, 49912.0, 35398.0]",2,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3303,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 1', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 1196947.0, 1211770.0, 3098056.0, 4737414.0]","[nan, 1196947.0, 14823.0, 1886286.0, 1639358.0]","[3.0, 3.0, 3.0, 4.0, 2.0]","[47742.0, 35089.0, 49912.0, 35398.0, 33156.0]",2,Value 1,Value 58,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3304,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[3.0],[44428.0],3,Value 1,Value 205,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3304,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[0.0, 230.0]","[nan, 230.0]","[3.0, 3.0]","[44428.0, 44658.0]",3,Value 1,Value 205,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3304,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 8', 'Value 9']","[0.0, 230.0, 1555651.0]","[nan, 230.0, 1555421.0]","[3.0, 3.0, 0.0]","[44428.0, 44658.0, 44879.0]",3,Value 1,Value 205,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3304,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 9']","[0.0, 230.0, 1555651.0, 2324571.0]","[nan, 230.0, 1555421.0, 768920.0]","[3.0, 3.0, 0.0, 2.0]","[44428.0, 44658.0, 44879.0, 36199.0]",3,Value 1,Value 205,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3304,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket']","['Value 8', 'Value 8', 'Value 9', 'Value 9', 'Value 9']","[0.0, 230.0, 1555651.0, 2324571.0, 2324582.0]","[nan, 230.0, 1555421.0, 768920.0, 11.0]","[3.0, 3.0, 0.0, 2.0, 2.0]","[44428.0, 44658.0, 44879.0, 36199.0, 36210.0]",3,Value 1,Value 205,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3304,6,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 8', 'Value 8', 'Value 9', 'Value 9', 'Value 9', 'Value 5']","[0.0, 230.0, 1555651.0, 2324571.0, 2324582.0, 4916615.0]","[nan, 230.0, 1555421.0, 768920.0, 11.0, 2592033.0]","[3.0, 3.0, 0.0, 2.0, 2.0, 4.0]","[44428.0, 44658.0, 44879.0, 36199.0, 36210.0, 36243.0]",3,Value 1,Value 205,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3305,1,['Assign seriousness'],['Value 2'],[0.0],[nan],[4.0],[41257.0],1,Value 1,Value 259,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3305,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[0.0, 939024.0]","[nan, 939024.0]","[4.0, 1.0]","[41257.0, 29881.0]",1,Value 1,Value 259,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3305,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 21']","[0.0, 939024.0, 2693978.0]","[nan, 939024.0, 1754954.0]","[4.0, 1.0, 0.0]","[41257.0, 29881.0, 56835.0]",1,Value 1,Value 259,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3305,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 2', 'Value 2', 'Value 21', 'Value 5']","[0.0, 939024.0, 2693978.0, 3989999.0]","[nan, 939024.0, 1754954.0, 1296021.0]","[4.0, 1.0, 0.0, 1.0]","[41257.0, 29881.0, 56835.0, 56856.0]",1,Value 1,Value 259,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3307,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[2.0],[50751.0],2,Value 1,Value 201,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3307,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[0.0, 439470.0]","[nan, 439470.0]","[2.0, 0.0]","[50751.0, 58221.0]",2,Value 1,Value 201,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3307,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 13', 'Value 13', 'Value 13']","[0.0, 439470.0, 1362038.0]","[nan, 439470.0, 922568.0]","[2.0, 0.0, 4.0]","[50751.0, 58221.0, 30389.0]",2,Value 1,Value 201,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3307,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 13', 'Value 13', 'Value 13', 'Value 13']","[0.0, 439470.0, 1362038.0, 1630853.0]","[nan, 439470.0, 922568.0, 268815.0]","[2.0, 0.0, 4.0, 0.0]","[50751.0, 58221.0, 30389.0, 40004.0]",2,Value 1,Value 201,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3307,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 13', 'Value 13', 'Value 13', 'Value 13', 'Value 5']","[0.0, 439470.0, 1362038.0, 1630853.0, 2947581.0]","[nan, 439470.0, 922568.0, 268815.0, 1316728.0]","[2.0, 0.0, 4.0, 0.0, 1.0]","[50751.0, 58221.0, 30389.0, 40004.0, 60732.0]",2,Value 1,Value 201,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3308,1,['Assign seriousness'],['Value 8'],[0.0],[nan],[2.0],[33627.0],2,Value 1,Value 9,Value 2,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3308,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 6']","[0.0, 717368.0]","[nan, 717368.0]","[2.0, 3.0]","[33627.0, 59795.0]",2,Value 1,Value 9,Value 2,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3308,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 8', 'Value 6', 'Value 12']","[0.0, 717368.0, 799901.0]","[nan, 717368.0, 82533.0]","[2.0, 3.0, 4.0]","[33627.0, 59795.0, 55928.0]",2,Value 1,Value 9,Value 2,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3308,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 8', 'Value 6', 'Value 12', 'Value 12']","[0.0, 717368.0, 799901.0, 1408494.0]","[nan, 717368.0, 82533.0, 608593.0]","[2.0, 3.0, 4.0, 4.0]","[33627.0, 59795.0, 55928.0, 59721.0]",2,Value 1,Value 9,Value 2,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3308,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 8', 'Value 6', 'Value 12', 'Value 12', 'Value 5']","[0.0, 717368.0, 799901.0, 1408494.0, 4000516.0]","[nan, 717368.0, 82533.0, 608593.0, 2592022.0]","[2.0, 3.0, 4.0, 4.0, 6.0]","[33627.0, 59795.0, 55928.0, 59721.0, 59743.0]",2,Value 1,Value 9,Value 2,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 3312,1,['Assign seriousness'],['Value 9'],[0.0],[nan],[0.0],[41772.0],1,Value 1,Value 81,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3312,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 9']","[0.0, 16.0]","[nan, 16.0]","[0.0, 0.0]","[41772.0, 41788.0]",1,Value 1,Value 81,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3312,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 9', 'Value 9', 'Value 9']","[0.0, 16.0, 8497.0]","[nan, 16.0, 8481.0]","[0.0, 0.0, 0.0]","[41772.0, 41788.0, 50269.0]",1,Value 1,Value 81,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3312,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 9', 'Value 9', 'Value 9', 'Value 5']","[0.0, 16.0, 8497.0, 3801853.0]","[nan, 16.0, 8481.0, 3793356.0]","[0.0, 0.0, 0.0, 2.0]","[41772.0, 41788.0, 50269.0, 42025.0]",1,Value 1,Value 81,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3314,1,['Assign seriousness'],['Value 18'],[0.0],[nan],[3.0],[45018.0],2,Value 1,Value 65,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3314,2,"['Assign seriousness', 'Take in charge ticket']","['Value 18', 'Value 20']","[0.0, 91635.0]","[nan, 91635.0]","[3.0, 4.0]","[45018.0, 50253.0]",2,Value 1,Value 65,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3314,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 18', 'Value 20', 'Value 20']","[0.0, 91635.0, 95753.0]","[nan, 91635.0, 4118.0]","[3.0, 4.0, 4.0]","[45018.0, 50253.0, 54371.0]",2,Value 1,Value 65,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3314,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 18', 'Value 20', 'Value 20', 'Value 20']","[0.0, 91635.0, 95753.0, 1538342.0]","[nan, 91635.0, 4118.0, 1442589.0]","[3.0, 4.0, 4.0, 0.0]","[45018.0, 50253.0, 54371.0, 28160.0]",2,Value 1,Value 65,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3314,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 18', 'Value 20', 'Value 20', 'Value 20', 'Value 3']","[0.0, 91635.0, 95753.0, 1538342.0, 2834356.0]","[nan, 91635.0, 4118.0, 1442589.0, 1296014.0]","[3.0, 4.0, 4.0, 0.0, 1.0]","[45018.0, 50253.0, 54371.0, 28160.0, 28174.0]",2,Value 1,Value 65,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3316,1,['Assign seriousness'],['Value 16'],[0.0],[nan],[3.0],[35243.0],9,Value 1,Value 8,Value 3,Value 6,Value 2,Value 2,Value 2,Value 3,Value 1
Case 3316,2,"['Assign seriousness', 'Take in charge ticket']","['Value 16', 'Value 16']","[0.0, 863.0]","[nan, 863.0]","[3.0, 3.0]","[35243.0, 36106.0]",9,Value 1,Value 8,Value 3,Value 6,Value 2,Value 2,Value 2,Value 3,Value 1
Case 3316,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 16', 'Value 16', 'Value 16']","[0.0, 863.0, 1255.0]","[nan, 863.0, 392.0]","[3.0, 3.0, 3.0]","[35243.0, 36106.0, 36498.0]",9,Value 1,Value 8,Value 3,Value 6,Value 2,Value 2,Value 2,Value 3,Value 1
Case 3316,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 16', 'Value 16', 'Value 16', 'Value 16']","[0.0, 863.0, 1255.0, 11016.0]","[nan, 863.0, 392.0, 9761.0]","[3.0, 3.0, 3.0, 3.0]","[35243.0, 36106.0, 36498.0, 46259.0]",9,Value 1,Value 8,Value 3,Value 6,Value 2,Value 2,Value 2,Value 3,Value 1
Case 3316,5,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket']","['Value 16', 'Value 16', 'Value 16', 'Value 16', 'Value 16']","[0.0, 863.0, 1255.0, 11016.0, 12061.0]","[nan, 863.0, 392.0, 9761.0, 1045.0]","[3.0, 3.0, 3.0, 3.0, 3.0]","[35243.0, 36106.0, 36498.0, 46259.0, 47304.0]",9,Value 1,Value 8,Value 3,Value 6,Value 2,Value 2,Value 2,Value 3,Value 1
Case 3316,6,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 16', 'Value 16', 'Value 16', 'Value 16', 'Value 16', 'Value 5']","[0.0, 863.0, 1255.0, 11016.0, 12061.0, 3801795.0]","[nan, 863.0, 392.0, 9761.0, 1045.0, 3789734.0]","[3.0, 3.0, 3.0, 3.0, 3.0, 5.0]","[35243.0, 36106.0, 36498.0, 46259.0, 47304.0, 35438.0]",9,Value 1,Value 8,Value 3,Value 6,Value 2,Value 2,Value 2,Value 3,Value 1
Case 3317,1,['Assign seriousness'],['Value 13'],[0.0],[nan],[4.0],[31047.0],1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3317,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 9']","[0.0, 1775.0]","[nan, 1775.0]","[4.0, 4.0]","[31047.0, 32822.0]",1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3317,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 13', 'Value 9', 'Value 9']","[0.0, 1775.0, 22807.0]","[nan, 1775.0, 21032.0]","[4.0, 4.0, 4.0]","[31047.0, 32822.0, 53854.0]",1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3317,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Closed']","['Value 13', 'Value 9', 'Value 9', 'Value 5']","[0.0, 1775.0, 22807.0, 2851421.0]","[nan, 1775.0, 21032.0, 2828614.0]","[4.0, 4.0, 4.0, 2.0]","[31047.0, 32822.0, 53854.0, 31268.0]",1,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3318,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[4.0],[46810.0],2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3318,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[0.0, 410.0]","[nan, 410.0]","[4.0, 4.0]","[46810.0, 47220.0]",2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3318,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 2', 'Value 2']","[0.0, 410.0, 13064.0]","[nan, 410.0, 12654.0]","[4.0, 4.0, 4.0]","[46810.0, 47220.0, 59874.0]",2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3318,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket']","['Value 1', 'Value 2', 'Value 2', 'Value 2']","[0.0, 410.0, 13064.0, 3871762.0]","[nan, 410.0, 12654.0, 3858698.0]","[4.0, 4.0, 4.0, 0.0]","[46810.0, 47220.0, 59874.0, 30572.0]",2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3318,5,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Resolve ticket', 'Closed']","['Value 1', 'Value 2', 'Value 2', 'Value 2', 'Value 5']","[0.0, 410.0, 13064.0, 3871762.0, 5167774.0]","[nan, 410.0, 12654.0, 3858698.0, 1296012.0]","[4.0, 4.0, 4.0, 0.0, 1.0]","[46810.0, 47220.0, 59874.0, 30572.0, 30584.0]",2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3322,1,['Assign seriousness'],['Value 1'],[0.0],[nan],[3.0],[30623.0],3,Value 1,Value 120,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3322,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 4']","[0.0, 7979.0]","[nan, 7979.0]","[3.0, 3.0]","[30623.0, 38602.0]",3,Value 1,Value 120,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3322,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 4', 'Value 1']","[0.0, 7979.0, 10107.0]","[nan, 7979.0, 2128.0]","[3.0, 3.0, 3.0]","[30623.0, 38602.0, 40730.0]",3,Value 1,Value 120,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3322,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 1', 'Value 4', 'Value 1', 'Value 1']","[0.0, 7979.0, 10107.0, 12256.0]","[nan, 7979.0, 2128.0, 2149.0]","[3.0, 3.0, 3.0, 3.0]","[30623.0, 38602.0, 40730.0, 42879.0]",3,Value 1,Value 120,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
